tweet_id	text	label	original_filename
296472562144276480	2 DAYS LEFT! Make sure your Y Natural Purchase Supports the Queensland Flood Appeal 2013...\Here at Y Natural... http://t.co/1CeBQ3Vs	relevant	2013_Queensland_Floods_dev.tsv
295874383719854080	Baby stuffed in bag, hoisted from flood - Australia's powerful storms led to an amazing rescue of two women and a ba... http://t.co/P0zxWWGY	relevant	2013_Queensland_Floods_dev.tsv
296382475410763776	Drama continues as rivers keep rising: QUEENSLAND'S flood emergency is not over yet, with entire suburbs in Bund... http://t.co/qVnl1Rk4	relevant	2013_Queensland_Floods_dev.tsv
296082156210499585	News Asia &gt; Brisbane braces amid Australian flood disaster - BRISBANE, Australia: Deadly floodwaters were sweeping d... http://t.co/tyzm8ijb	relevant	2013_Queensland_Floods_dev.tsv
295664329091588096	Queensland's flood crisis deepens: HELICOPTERS were trying to pluck stranded residents from roofs in Bundaberg t... http://t.co/uMZOgIP4	relevant	2013_Queensland_Floods_dev.tsv
295721604888027136	Our thoughts and prayers are with those amidst the worsening flood crisis in Queensland and northern New South Wales.  Keep safe! #floods	relevant	2013_Queensland_Floods_dev.tsv
295669671275921411	Good luck to everyone in Queensland flood areas, please stay safe	relevant	2013_Queensland_Floods_dev.tsv
295783595287646208	Telcos battle Queensland flood - ZDNet: The Australian Financial ReviewTelcos battle Queensland floodZDNetSummar... http://t.co/IapUaA9i	relevant	2013_Queensland_Floods_dev.tsv
295755955612839937	RT @theqldpremier: This is a major flood crisis for the people of Queensland, but we will get through this. -PT	relevant	2013_Queensland_Floods_dev.tsv
295660812847153154	Fire in brazil, flood in queensland or even indonesia!! Omg what's wrong with the world :(	relevant	2013_Queensland_Floods_dev.tsv
295787983305592833	Preparing to evacuate! #flood #2013 #brisbane #queensland #australia http://t.co/GSg2RiVx	relevant	2013_Queensland_Floods_dev.tsv
296788479583596544	RT @350: No end in sight for Australia flood victims. Brisbane at risk of running out of drinking water: http://t.co/1yAnwVv1 #Connect ...	relevant	2013_Queensland_Floods_dev.tsv
296040374269513728	@karlstefanovic Bundy was like a war zone yesterday. People on roofs screaming for evac as helicopters fly by,   dead animals floating by.	relevant	2013_Queensland_Floods_dev.tsv
295763598905597952	Qld again in grip of deadly flood disaster - Yahoo!7: At least four people are feared dead in Queensland's unfol... http://t.co/i79t5NB3	relevant	2013_Queensland_Floods_dev.tsv
295711188308881410	RT @adamyem: Lindsay Street is #flooded. #igersbrisbane #brisbane #australia #iphonography #brisbaneflood2013 #flood http://t.co/Yb7yxZ6J	relevant	2013_Queensland_Floods_dev.tsv
297099062249943040	RT @CatFinancial Assistance is avail for Cat Financial customers affected by the flood in Queensland and New South Wales. Call 1800 010 808.	relevant	2013_Queensland_Floods_dev.tsv
295691166983266304	Eagle street pier is gone. #flood	relevant	2013_Queensland_Floods_dev.tsv
296011020261015552	RT @australian: Brisbane braces for flood peak: HUNDREDS of homes in Ipswich have escaped inundation in Queensland's flood crisi... http ...	relevant	2013_Queensland_Floods_dev.tsv
295497436057714688	RT @mazmehaz1D: Hellllllp Brisbane Australia is in the middle of a flood and cyclone warning and I might die if we lose power. Sun where ...	relevant	2013_Queensland_Floods_dev.tsv
295866041488252928	Baby stuffed in bag, hoisted from flood: Australia's powerful storms led to an amazing rescue of two women and a... http://t.co/xao1b4hh	relevant	2013_Queensland_Floods_dev.tsv
295464986820616192	RT @9NewsGoldCoast: Much of Queensland is tonight facing a storm and flood crisis not seen in two years. It has been confirmed Brisbane  ...	relevant	2013_Queensland_Floods_dev.tsv
295866449464025088	Baby stuffed in bag, hoisted from flood: Australia's powerful storms led to an amazing rescue of two women and a... http://t.co/84Sjj1I7	relevant	2013_Queensland_Floods_dev.tsv
295762919428354049	RT @AnnastaciaMP: The Queensland Flood Appeal 2013 has been launched. Please donate by visiting http://t.co/335O63pM or contacting 1800  ...	relevant	2013_Queensland_Floods_dev.tsv
297313859730042880	Fri Feb 01 2013 12:02:02 GMT+0000 (UTC) - Modis Flood Map Server processed Tile: 140E010S Date: 2013-032	relevant	2013_Queensland_Floods_dev.tsv
295985809406980096	Australia's flood crisis worsens as death toll rises - TVNZ: Brisbane TimesAustralia's flood crisis worsens as d... http://t.co/PmBh1zR1	relevant	2013_Queensland_Floods_dev.tsv
295984138329133056	RT @thetodayshow: TOP OF THE HOUR - The very latest on the flood crisis with our reporters across Queensland & New South Wales #qldf ...	relevant	2013_Queensland_Floods_dev.tsv
295691030811013121	Brisbane braces as major Queensland flood crisis unfolds  http://t.co/b8xxQy2l via @smh	relevant	2013_Queensland_Floods_dev.tsv
295770853201833984	No need for apologies. Australia is pretty big, probably bigger than you think. It's not uncommon for drought and flood to occur at 1 time	relevant	2013_Queensland_Floods_dev.tsv
295760029594816512	Queensland's flood crisis deepens - The Australian: Sydney Morning HeraldQueensland's flood crisis deepensThe Au... http://t.co/69U7DFcq	relevant	2013_Queensland_Floods_dev.tsv
296151120731049984	Queensland counts flood cost as New South Wales braces for river peaks: Four deaths confirmed from torrential ra... http://t.co/jAtojjsu	relevant	2013_Queensland_Floods_dev.tsv
296415071071006721	RT @rnz_news: Australia flood forces thousands from homes http://t.co/93R47uA7	relevant	2013_Queensland_Floods_dev.tsv
295886904216416257	RT @HughRundle: When did he become a Labor Gvt spokesperson? RT @TenLateNews: Tony Abbott says Labor may seek new Queensland flood levy  ...	relevant	2013_Queensland_Floods_dev.tsv
296362826145075200	RT @newscientist: Climate change blamed as #Australia lurches from fire to flood http://t.co/szxtcw7m #extremeweather	relevant	2013_Queensland_Floods_dev.tsv
295717964680933376	Queensland's flood crisis deepens as death toll rises to three - The Australian: The Australian Financial Review... http://t.co/ugcsOfv0	relevant	2013_Queensland_Floods_dev.tsv
296328870502756352	Flood kills four, leaves thousand homeless in Australia - Fox News http://t.co/C7gSHMsW	relevant	2013_Queensland_Floods_dev.tsv
295867113871130624	Baby stuffed in bag, hoisted from flood: Australia's powerful storms led to an amazing rescue of two women and a... http://t.co/eNzZcUFL	relevant	2013_Queensland_Floods_dev.tsv
295759965543600128	Queensland's flood crisis deepens - The Australian http://t.co/zPVOEqDT	relevant	2013_Queensland_Floods_dev.tsv
295716322648657921	Ternyata ga cuma Jakarta yang banjir.. Queensland has a serious flood as well	relevant	2013_Queensland_Floods_dev.tsv
296079923481825281	RT @AJEnglish: Deadly flood waters rise in eastern Australia http://t.co/UDIcfaPq	relevant	2013_Queensland_Floods_dev.tsv
295431671904366592	#bigwet starting to get some serious weather in the city. From New Farm. http://t.co/NXSo1vwx	relevant	2013_Queensland_Floods_dev.tsv
295494474577104896	and flood alerts in Queensland http://t.co/6hfJXM6R	relevant	2013_Queensland_Floods_dev.tsv
296147130769346561	Queensland counts flood cost as New South Wales braces for river peaks - The Guardian: The GuardianQueensland co... http://t.co/PyGhSzbG	relevant	2013_Queensland_Floods_dev.tsv
295866874871308288	Baby stuffed in bag, hoisted from flood: Australia's powerful storms led to an amazing rescue of two women and a... http://t.co/Fv45WUFG	relevant	2013_Queensland_Floods_dev.tsv
295675820490518528	Horrendous conditions in Queensland. Feeling for everyone up there. PLEASE heed warnings. DON'T cross flood water & put others at risk!	relevant	2013_Queensland_Floods_dev.tsv
297079795215388672	Daring rescue of teenager from flood waters: Australia reels from surging floods http://t.co/Qe5FcKlW	relevant	2013_Queensland_Floods_dev.tsv
296199936142368771	RT @greenpeacepress: Extreme weather can be the new normal: After unprecedented #heatwave #Australia faces massive #flood http://t.co/2q ...	relevant	2013_Queensland_Floods_dev.tsv
296102158481358848	@toohsuite Photos: Flood water rises in Australia	relevant	2013_Queensland_Floods_dev.tsv
296246490567958528	RT @newscientist: Climate change blamed as #Australia lurches from fire to flood http://t.co/szxtcw7m #extremeweather	relevant	2013_Queensland_Floods_dev.tsv
295843679048986624	Live: Flood disaster unfolds as weather wreaks havoc (ABC) http://t.co/jUSegUB4 #australia	relevant	2013_Queensland_Floods_dev.tsv
295866944014401536	Baby stuffed in bag, hoisted from flood: Australia's powerful storms led to an amazing rescue of two women and a... http://t.co/apL8o91D	relevant	2013_Queensland_Floods_dev.tsv
295704877286445056	Stay inside people!!! \#weather #Australia #sydney #rain #storms #floods #flood #NSW http://t.co/9Mfr7bBb	relevant	2013_Queensland_Floods_dev.tsv
296246453171544065	RT @newscientist: Climate change blamed as #Australia lurches from fire to flood http://t.co/szxtcw7m #extremeweather	relevant	2013_Queensland_Floods_dev.tsv
295682178640146432	@ONENewsNZ authorities confirm a third flood related death in Queensland.	relevant	2013_Queensland_Floods_dev.tsv
295658696225218560	RT @NewsOfBrisbane: Queensland's flood crisis deepens - The Australian http://t.co/ijDkn3MA #Brisbane #News	relevant	2013_Queensland_Floods_dev.tsv
296279909175812097	Thousands displaced as flood threat continues: TheÃ flood emergency in easternÃ Australia has spread with vast a... http://t.co/ol73B91e	relevant	2013_Queensland_Floods_dev.tsv
296101148878848000	Photos: Flood water rises in Australia:  http://t.co/GUIgy2Ru	relevant	2013_Queensland_Floods_dev.tsv
295682014189875203	RT @GrillTeam: The Queensland government has set up an information line for the flood crisis.. the number is 1800 173 349 #qldflood	relevant	2013_Queensland_Floods_dev.tsv
296617160397168641	AU: Buy Aussie lemons and support flood-affected growers: The national citrus body of Australia is calling on su... http://t.co/pYEpL7dh	relevant	2013_Queensland_Floods_dev.tsv
296499196746420225	#News: Clean-up launched after deadly Australia floods: A mammoth clean-up operation began in Australia's flood-... http://t.co/R4BttbQc	relevant	2013_Queensland_Floods_dev.tsv
295763599446642688	Queensland's flood crisis deepens - The Australian http://t.co/dzTTH6DL	relevant	2013_Queensland_Floods_dev.tsv
295867054370746368	Baby stuffed in bag, hoisted from flood: Australia's powerful storms led to an amazing rescue of two women and a... http://t.co/HAWIXbzt	relevant	2013_Queensland_Floods_dev.tsv
295741364157702145	WOW it's flooding again in Queensland and NSW ?? Glad I Live in Perth it can't flood here ??	relevant	2013_Queensland_Floods_dev.tsv
295807164876988416	dammit queensland you alway flood every year im getting tired of your shit	relevant	2013_Queensland_Floods_dev.tsv
296159421027975168	@blakiz_bootiful May, how are you? I heard Australia got flood, so sad	relevant	2013_Queensland_Floods_dev.tsv
296807842256654337	impact of #floods fresh fruit and vegetable shelves empty in #woolworths #Townsville #Qldfloods	relevant	2013_Queensland_Floods_dev.tsv
295873030649946112	Queensland flood claims exceed $44.8 million, likely to hit $52.1 million soon http://t.co/6sHFVoEB	relevant	2013_Queensland_Floods_dev.tsv
296120421697347584	Flood hits Queensland and foam car appears out of nowhere FUNNY Is a Funny Video :)) on  http://t.co/PWtdf64L	relevant	2013_Queensland_Floods_dev.tsv
295867168103477248	Baby stuffed in bag, hoisted from flood: Australia's powerful storms led to an amazing rescue of two women and a... http://t.co/OGIzSSuZ	relevant	2013_Queensland_Floods_dev.tsv
296143310706319360	RT@theage #Australia's #Flood-hit #Brisbane #risks having no #drinking #water http://t.co/YXml86MH #humanitarian #crisis looms	relevant	2013_Queensland_Floods_dev.tsv
296014035625836544	@journeyjottings Gmorning:)I heard there is a flood in Brisbane â¦I hope u are ok:) My wi-fi don't work bcuz Australia is too big Lol	relevant	2013_Queensland_Floods_dev.tsv
296167035824640000	Unprecedented floods following extreme heat - Queensland counts flood cost as NSW braces for river peaks\\http://t.co/jAVxYFFF #Climatechaos	relevant	2013_Queensland_Floods_dev.tsv
295824408369565696	RT @Andy_Downunda: #auspol Will @TonyAbbottMHR recycle his E-mail appealing for funds to fight the Queensland Flood Levy? #myliberal	relevant	2013_Queensland_Floods_dev.tsv
295865923854819328	Baby stuffed in bag, hoisted from flood: Australia's powerful storms led to an amazing rescue of two women and a... http://t.co/r5Ut4fDX	relevant	2013_Queensland_Floods_dev.tsv
295867318452490241	Baby stuffed in bag, hoisted from flood: Australia's powerful storms led to an amazing rescue of two women and a... http://t.co/jegqCm2z	relevant	2013_Queensland_Floods_dev.tsv
296144782017835008	Queensland counts flood cost as New South Wales braces for river peaks: Four deaths confirmed from torrential ra... http://t.co/lpQobplE	relevant	2013_Queensland_Floods_dev.tsv
295877029914611712	@MelissaJoanHart any chance of a Rt to show appreciation for all our SES workers in Qld Australia in these horrendous floods? #hugeaussiefan	relevant	2013_Queensland_Floods_dev.tsv
295794708997890048	Some rivers in Australia 20 meters above normal level. A 1 in 100 year flood. Last time this happened was 2011. What #climate change?	relevant	2013_Queensland_Floods_dev.tsv
296497251876995073	RT @brisbanetimes: Sad news: A second body has been found in Sandy Creek. Bringing the toll from the Queensland flood disaster to six. h ...	relevant	2013_Queensland_Floods_dev.tsv
295613665779019777	Finally able to get a flight out this morning. After getting cancelled last night. Can't wait to be out of Brisbane. http://t.co/lG1x8fOn	relevant	2013_Queensland_Floods_dev.tsv
295758260647100418	RT @bravotrav: Tony Abbott is visiting flood affected areas of Queensland today. I'm sure he'll remind Queenslanders he opposed the floo ...	relevant	2013_Queensland_Floods_dev.tsv
296124062034427904	Someone tell the weather people to stop the rain. My thoughts and prayers with the flood victims x #Brisbane  #Australia #Tim #MKR	relevant	2013_Queensland_Floods_dev.tsv
296501825824256000	Queensland flood death toll rises to six: AÂ sixth death has been confirmed in Queensland as water levels from a... http://t.co/YYKTFCYK	relevant	2013_Queensland_Floods_dev.tsv
296946265760075776	RT @stinkypoocrust: Australia - if you aren't being swept away in a flood, you're being burnt alive  while seeking asylum on an island n ...	relevant	2013_Queensland_Floods_dev.tsv
296247431002218497	RT @newscientist: Climate change blamed as #Australia lurches from fire to flood http://t.co/szxtcw7m #extremeweather	relevant	2013_Queensland_Floods_dev.tsv
296101846332866560	Photos: Flood water rises in Australia:  http://t.co/k8ECkuZ7	relevant	2013_Queensland_Floods_dev.tsv
295867215465558017	Baby stuffed in bag, hoisted from flood: Australia's powerful storms led to an amazing rescue of two women and a... http://t.co/lFcqTIko	relevant	2013_Queensland_Floods_dev.tsv
295797346686619649	You better look like a drowned rat in gumboots @Magdalena_Roze .  See attached, there's rules about flood reporting. http://t.co/rvfxWzAb	relevant	2013_Queensland_Floods_dev.tsv
295865127524237312	Baby stuffed in bag, hoisted from flood: Australia's powerful storms led to an amazing rescue of two women and a... http://t.co/HjL374Tn	relevant	2013_Queensland_Floods_dev.tsv
295728468648394753	@MamaMars62 We feared a repeat of the big Queensland flood a couple of years ago. Mother Nature isn't very nice right now around the world ??	relevant	2013_Queensland_Floods_dev.tsv
295808871786745856	@Cattledog_Tommy indonesia has just promised australia 10000 rupiah for flood relief# ubeauty	relevant	2013_Queensland_Floods_dev.tsv
296088289981657090	RT @CloudsCreek: Queensland Government negligent as mines release toxins into flood waters \http://t.co/BU1hb9qw #salinity Heavy #metals ...	relevant	2013_Queensland_Floods_dev.tsv
295714862607237120	RT @theprojecttv: Tonight we'll focus on the floods in NSW and Queensland. For updates and flood warnings during the day, click here:\ht ...	relevant	2013_Queensland_Floods_dev.tsv
295912543162073089	RT @weather_events: Flood hits Queensland and the resulting sea foam has a hidden surprise for onlookers! http://t.co/bK6tP1qc	relevant	2013_Queensland_Floods_dev.tsv
295754089436950531	RT @abcnews: LIVE: Queensland Premier Campbell Newman is giving an update on Queensland flood crisis http://t.co/4DvJcuYX	relevant	2013_Queensland_Floods_dev.tsv
295677055297789953	Qld in grip of new deadly flood crisis: Queensland is in the grip of another extraordinary flood crisis, as cities and towns across t...	relevant	2013_Queensland_Floods_dev.tsv
297113712060420097	Queensland flood, storm and natural disaster recovery \Asbestos â cleaning and/or removing asbestos containing... http://t.co/rvLFjuvT	relevant	2013_Queensland_Floods_dev.tsv
295470138663251968	Won't be parking in this car park tonight @Lukepomersbach7  #ascot #Brisbane #bigwet  @9NewsBrisbane http://t.co/AswzED2o	relevant	2013_Queensland_Floods_dev.tsv
296698192211365888	@_NecroFusion good thanx we have a flood through out queensland my area not as bad as others ;)	relevant	2013_Queensland_Floods_dev.tsv
296819946472763393	Daring rescue of teenager from flood waters: Australia reels from surging floods http://t.co/Qe5FcKlW	relevant	2013_Queensland_Floods_dev.tsv
295758965919318016	RT @abcnews: LIVE: Queensland Premier Campbell Newman is giving an update on Queensland flood crisis http://t.co/4DvJcuYX	relevant	2013_Queensland_Floods_dev.tsv
295817872536637442	Queensland tonight is in a flood emergency in particularly the city of Bunderburg which will see flooding rise... http://t.co/sPUyRtxW	relevant	2013_Queensland_Floods_dev.tsv
296100726181097472	Photos: Flood water rises in Australia:  http://t.co/wd8HQqar	relevant	2013_Queensland_Floods_dev.tsv
295672502896697345	Summer was harsh n troubling Australia n suddenly rain n flood has gone fierce here..wish for safety of all in #Queensland.	relevant	2013_Queensland_Floods_dev.tsv
295744514432315392	Tony Abbott says Labor may seek new Queensland flood levy - The Australian: http://t.co/faByTyOo.auTony Abbott sa... http://t.co/YCXIeb9B	relevant	2013_Queensland_Floods_dev.tsv
295730837251575808	Queensland flood crisis unfolding - World - NZ Herald News http://t.co/uURvtn6h via @nzherald	relevant	2013_Queensland_Floods_dev.tsv
295870846310957057	Queensland NSW Flood Update #1 (28th Jan 2013): http://t.co/tZmBI2UC via @youtube	relevant	2013_Queensland_Floods_dev.tsv
295695086287716352	Flooding hits eastern Australia: Hundreds of homes are inundated and and several people reported missing as flood... http://t.co/bB9HiSlb	relevant	2013_Queensland_Floods_dev.tsv
297205596569083904	@WhoIsWyattBlaze Was good, rained a lot though. How was your break? Have you started work?	relevant	2013_Queensland_Floods_dev.tsv
295988313997864960	Flood hits Queensland and foam car appears out of nowhere FUNNY @SaudiinAus @ http://t.co/FORfsLnZ	relevant	2013_Queensland_Floods_dev.tsv
295707747712913408	Live blog: Flood crisis unfolds http://t.co/n7KCWfBU @abcnews | #environment #climatechange #Australia #Queensland #NSW	relevant	2013_Queensland_Floods_dev.tsv
295703450916880385	Do you live in #logan #Queensland and have any flood pics? Send them through to me at ashleigh.howarth@qtcn.com.au #bigwet #QLDlogan	relevant	2013_Queensland_Floods_dev.tsv
296093136223080450	RT @ideashoist ...interviews on pause today. Pls consider donating to the Queensland flood appeal at http://t.co/7AwO7j0r #bigwet #qldfloods	relevant	2013_Queensland_Floods_dev.tsv
296920747648106496	Frustration with lack of assistance rises, as flood waters recede in the eastern Australian state of Queensland. 10pm MEL	relevant	2013_Queensland_Floods_dev.tsv
296625023400165376	Troops lend muscle to Queensland's flood recovery http://t.co/jMJskRoi #bigwet	relevant	2013_Queensland_Floods_dev.tsv
296069410081366017	Deadly flood waters rise in eastern Australia http://t.co/ljnjwd4y	relevant	2013_Queensland_Floods_dev.tsv
295866482959712258	Baby stuffed in bag, hoisted from flood: Australia's powerful storms led to an amazing rescue of two women and a... http://t.co/NGw81e7Q	relevant	2013_Queensland_Floods_dev.tsv
296468614410805248	Man's body found in Lockyer Valley: THE death toll in Queensland's flood disaster has risen to five with po... http://t.co/jyH7WkIF #qld	relevant	2013_Queensland_Floods_dev.tsv
295867028986789888	Baby stuffed in bag, hoisted from flood: Australia's powerful storms led to an amazing rescue of two women and a... http://t.co/0oxBgPty	relevant	2013_Queensland_Floods_dev.tsv
296101462390489088	Photos: Flood water rises in Australia http://t.co/2ImWBwvg	relevant	2013_Queensland_Floods_dev.tsv
296532333950029824	Body of sixth victim found as Queensland's flood recovery begins - http://t.co/ADP7GUsU http://t.co/lupciMY1	relevant	2013_Queensland_Floods_dev.tsv
295807686140895232	RT @bravotrav: Tony Abbott is visiting flood affected areas of Queensland today. I'm sure he'll remind Queenslanders he opposed the floo ...	relevant	2013_Queensland_Floods_dev.tsv
295723570905096192	RT @Volvo_of_doom: Phew, Queensland can relax, the flood crisis is over, @TonyAbbottMHR has arrived with a flouro vest....	relevant	2013_Queensland_Floods_dev.tsv
296840267481366529	RT @SBSNews: PM announces $1m for Queensland Flood Appeal 2013, plus tax-deductible donations from public. #bigwet	relevant	2013_Queensland_Floods_dev.tsv
296067102303997953	@JuliaGillard will visit Queensland in the coming days as the federal government steps up assistance to the flood-ravaged state. #bigwet	relevant	2013_Queensland_Floods_dev.tsv
296355629411495936	Thousands isolated as flood threat continues - Radio Australia http://t.co/hnFnFUwf	relevant	2013_Queensland_Floods_dev.tsv
295672849077764096	Find the latest local flood information: As southeast Queensland braces for strong winds and flooding, Quest New... http://t.co/qi34tplI	relevant	2013_Queensland_Floods_dev.tsv
295853762512318464	Flood hits Queensland and foam car appears out of nowhere FUNNY http://t.co/bzioOiqn	relevant	2013_Queensland_Floods_dev.tsv
295933535150292994	RT @612brisbane: Want to help? You can donate to the Red Cross Queensland Flood Appeal http://t.co/6YEjb3di #qldfloods #bigwet	relevant	2013_Queensland_Floods_dev.tsv
295867031973163008	Baby stuffed in bag, hoisted from flood: Australia's powerful storms led to an amazing rescue of two women and a... http://t.co/A5SUODxG	relevant	2013_Queensland_Floods_dev.tsv
295754800316952576	RT @tvitin: Gillard should be removed from Queensland, It's hard enough.. fighting flood and fires.	relevant	2013_Queensland_Floods_dev.tsv
295690273609105409	Ocean and flood foam from the floods in Australia . http://t.co/3pA2oZ0P #Australia #Brisbane #Ballina #Yamba #Qldfloods via @russ3000	relevant	2013_Queensland_Floods_dev.tsv
296157147237076992	Has anyone got a chain saw to cut up this big fella in Auchenflower? #qldfloods http://t.co/pE43FfcN	relevant	2013_Queensland_Floods_dev.tsv
295852305683722240	we're in the middle of a flood but it's sweltering hot. i hope you choke on a dick, australia	relevant	2013_Queensland_Floods_dev.tsv
295876646504894464	Body is burning all over from yesterdays stock moving effort, least I got a workout #gympie #floods #lovetheburn	relevant	2013_Queensland_Floods_dev.tsv
296566193144332288	DTN Taiwan: Taiwanese man on working holiday in Australia dies in flood: Taipei, Jan. 30 (CNA) A Taiwanese man o... http://t.co/3dZrV3c6	relevant	2013_Queensland_Floods_dev.tsv
296024940237438977	Four killed in Queensland floods: The death of a boy hit by a falling tree has taken Qld's flood toll to four, a... http://t.co/rRkegk7R	relevant	2013_Queensland_Floods_dev.tsv
296005933572698112	Flood crisis claims fourth victim: A three-year-old boy became the fourth and youngest victim of Queensland's fl... http://t.co/wxSgLSOK	relevant	2013_Queensland_Floods_dev.tsv
295835245293490176	Live coverage: Queensland flood crisis via @Y7News http://t.co/1oB7x9zh http://t.co/IHM0aaqU	relevant	2013_Queensland_Floods_dev.tsv
297184020360482816	RT @VinniesACT: For those who wish to contribute to the Flood Relief in Queensland, Vinnies has a Queensland Flood Appeal.  http://t.co/ ...	relevant	2013_Queensland_Floods_dev.tsv
296632987594919937	RT @BetteMidler: 21/2 ft of rain fell on Queensland Australia yesterday, second major flood in two years.	relevant	2013_Queensland_Floods_dev.tsv
295864754931630080	Baby stuffed in bag, hoisted from flood: Australia's powerful storms led to an amazing rescue of two women and a... http://t.co/l0yXfrJz	relevant	2013_Queensland_Floods_dev.tsv
295782287449137152	Al Jazeera Network Flood worsens in eastern Australia: Thousands of homes inundated in eastern cities after torr... http://t.co/DnuDmP1A	relevant	2013_Queensland_Floods_dev.tsv
295713177868566529	RT @Y7News: Live streaming coverage of the Queensland #flood crisis http://t.co/QBHZ3P84 #Qldfloods	relevant	2013_Queensland_Floods_dev.tsv
295458712024383488	RT @CrikeyDave: Everyone in Ipswich, Brisbane and lower east Queensland, be safe, keep away from flood waters and look after ya self.	relevant	2013_Queensland_Floods_dev.tsv
295865910772789249	Baby stuffed in bag, hoisted from flood: Australia's powerful storms led to an amazing rescue of two women and a... http://t.co/kBgty36q	relevant	2013_Queensland_Floods_dev.tsv
295491345299148800	#Power flickering in #Oxley &amp; #internet playing up now too. #BigWet #QldFloods	relevant	2013_Queensland_Floods_dev.tsv
295684417349877760	Brisbane braces as major Queensland flood crisis unfolds - Sydney Morning Herald: Sydney Morning HeraldBrisbane ... http://t.co/jjusGNSC	relevant	2013_Queensland_Floods_dev.tsv
295716217136762881	RT @theage: Brisbane expected to flood. Latest from Queensland http://t.co/OHffyCUb via @brisbanetimes	relevant	2013_Queensland_Floods_dev.tsv
296062205126901761	Everyone in Australia who are in flood or fire hazard areas please be careful!!	relevant	2013_Queensland_Floods_dev.tsv
296837326372478978	Press Release: S&pbulletin: Wide Bay Australia's Rtgs unaffected by Qld Flood:  http://t.co/xH5CXfZd	relevant	2013_Queensland_Floods_dev.tsv
296218302848581633	RT @Andrew_J_Morley: Hearts go out out to the flood affected in Australia, and also to those in Mozambique, Africa. Also hit hard, 36 de ...	relevant	2013_Queensland_Floods_dev.tsv
295654415203975168	@Miss_Chezz yea we to far from town to flood but still cut off but we goid	relevant	2013_Queensland_Floods_dev.tsv
296308316848672769	My beautiful hometown in ruins #gayndah #2013rebuild #floods Now the work begins! http://t.co/9Fu8nXv2	relevant	2013_Queensland_Floods_dev.tsv
295710657653907456	RT @612brisbane: Master Electricians Australia has a free hotline to help flood homeowners reconnect power supplies once waters have rec ...	relevant	2013_Queensland_Floods_dev.tsv
295789379132211201	Thankfully I've never been much of a golfer #flood #2013 #brisbane #queensland #australia #naturaldisaster # http://t.co/VmjiFzIE	relevant	2013_Queensland_Floods_dev.tsv
295761382148820995	Queensland's flood crisis deepens - The Australian: Sky News AustraliaQueensland's flood cris... http://t.co/oaogWwJl #InstantFollowBack	relevant	2013_Queensland_Floods_dev.tsv
295728187604881408	RT @3NewsEditor: Three dead, thousands isolated as Queensland's flood crisis escalates http://t.co/nMVr623X	relevant	2013_Queensland_Floods_dev.tsv
296567416870297600	@jhutch1992 Would mean a lot if you could donate to Queensland flood appeal :) thanks Josh :)	relevant	2013_Queensland_Floods_dev.tsv
296552536645718016	Clean-up launched after deadly Australia floods: SYDNEY: A mammoth clean-up was underway in Australiaâs flood-hi... http://t.co/3KVyWpBB	relevant	2013_Queensland_Floods_dev.tsv
296475158531670016	Video: Insurance Council of Australia's Whelan on Flood Claims: Robert Whelan, chief executive officer of the In... http://t.co/XXlBVH6k	relevant	2013_Queensland_Floods_dev.tsv
296931736787484672	Daring rescue of teenager from flood waters: Australia reels from surging floods http://t.co/Qe5FcKlW	relevant	2013_Queensland_Floods_dev.tsv
