54	california wildfire threaten thousand home worth ten billion corelogic say	train	forestfires
55	basically california fire amp people still think shit natural occurrence lol smh	dev	forestfires
56	operation underway read detail	train	floods
57	one raindrop think cause flood	dev	floods
58	care puerto rico california wildfire san jose earthquake soldier lost life fighting	train	forestfires
59	ex tropical cyclone debbie door step right	train	hurricanes
60	firefighter continue fight wildfire blaze canada	train	forestfires
61	cyclone debbie expert fear damage great barrier reef	train	hurricanes
62	bcgeu made k donation red cross impacted fort mac area wildfire	test	forestfires
63	wooo felt earthquake	dev	earthquakes
64	potus say california state deal devastating	test	forestfires
65	gary lamphier wildfire slash oilsands output cut likely short lived	train	forestfires
66	clairehoodd named cyclone debbie wow lmao still school	train	hurricanes
67	come earthquake tweet	train	earthquakes
68	earthquake hawaii may occurred within	train	earthquakes
69	dead wildfire torch california wine country	test	forestfires
70	earthquake yeah okay	train	earthquakes
71	banquozghost leftover debbie quite naughty flood got used lived wauchope	train	hurricanes
72	please drive need emergency personnel want save	train	hurricanes
73	yoooooooo earth quake	train	earthquakes
74	sleeping nice peacefully hear like raging earthquake yelling downstairs hail crazy	train	earthquakes
75	yahoonews home get reduced rubble aftermath canadian wildfire left thousand displaced	train	forestfires
76	hi friend earthquake	train	earthquakes
77	cyclone debbie dump bull shark middle queensland road	test	hurricanes
78	krashe chunkled need photo flood thread flood everything photo	train	floods
79	view alberta wildfire air heartbreaking photo canadian press ap	train	forestfires
80	fort mcmurray wildfire escape convoy heading south	train	forestfires
81	oh hi earthquake	train	earthquakes
82	california wildfire resident find devastation santa rosa	train	forestfires
83	yesturday harry flood kitchen say flood literally mean water everywhere electric lot	train	floods
84	olganyc kris sacrebleu orrrrrrrrrrrrrrr could really put unwelcome mat flood street	dev	floods
85	suddenly remembers need update earthquake kit	train	earthquakes
86	first one without car second live farthest u even live flood prone	train	floods
87	sooo still bout address wildfire california many state	train	forestfires
88	minor flooding possible flood advisory effect west side around lake	test	floods
89	watching rain try come day finished cleaning flood damage	train	floods
90	nothing welcome back pittsburgh like receiving daily flood advisory notification right pull parking garage	train	floods
91	ktvu felt earthquake inner richmond district	dev	earthquakes
92	dead bull shark found aftermath cyclone debbie	train	hurricanes
93	classy rapper classified donating song proceeds wildfire relief effort fort mcmurray	train	forestfires
94	welp saying due earthquake	train	earthquakes
95	critical side givit au equation group charity working client ask	train	hurricanes
96	earthquake occurred near marotiri waikato new zealand utc	test	earthquakes
97	queensland emergency swiftwater rescue today sunshine state flood wake cyclone debbie	dev	hurricanes
98	wildfire going lot	train	forestfires
99	little earthquake sf feel jessie uncle got asked felt something	train	earthquakes
100	earthquake jus scared tf outta	dev	earthquakes
101	lot pain amp traumatic experience resulting cyclone debbie please spare moment think poor soul middle	test	hurricanes
102	report flooded road oakmont verona harmar area	test	floods
103	ex cyclone debbie people trapped flood around mackay live	test	hurricanes
104	thought prayer everyone impacted burning throughout northern california	train	forestfires
105	state flood protection plan sitting dusty shelf	train	floods
106	either earthquake demon shaking bed scared	train	earthquakes
107	offbeatworlds mine got ruined flood protecting mom thing swear replace	train	floods
108	dish talking coronam say whoa earthquake look like	train	earthquakes
109	last night smoke fire anahem orange hill lake elsinore california	test	forestfires
110	bitch earthquake tf	train	earthquakes
111	santa rosa firefighter encouraged weakening wind battling large wildfire tuesday oct california left	train	forestfires
112	brother living room playing boo god send flood	train	floods
113	truck engulfed torrential flood water china	test	floods
114	make laugh feel bad laughed every time	dev	forestfires
115	flash flooding concern across ne afternoon flash flood watch effect par	train	floods
116	wtf earthquake trippen	dev	earthquakes
117	look like wildfire sweep city via grist	train	forestfires
118	flash flood watch effect along amp south line cedar rapid manchester galena	train	floods
119	farrahrized sorry cyclone debbie still hope enjoy stay	train	hurricanes
120	cape breton bride blown away dress donation fort mcmurray wildfire	train	forestfires
121	wildfire sweep across northern california dead thomas fuller jonah engel bromwich julie turkewi	train	forestfires
122	ottawa match red cross donation fort mcmurray wildfire trudeau say	train	forestfires
123	cyclone debbie monster storm trash woman island resort room latest news headline ninemsn news	dev	hurricanes
124	felt lil earthquake	train	earthquakes
125	cyclone debbie make landfall australia watch	train	hurricanes
126	houston seriously need invest road dam flood fucking mess road horrible	test	floods
127	flash flood warning franklin county pm	train	floods
128	aaaron yeah smack bang middle hahaha aftermath cyclone debbie	train	hurricanes
129	ayyy time earthquake tweet	train	earthquakes
130	brisbane entire education system shut due cyclone debbie	train	hurricanes
131	look smell like fort mac wildfire smoke rolling yqr	dev	forestfires
132	lucky kurrimine affected cyclone debbie hit wish	train	hurricanes
133	news report saying greatest risk currently landslide flooding landslide warning sign	train	floods
134	kim reynolds fred hubbell debate level state flood money	train	floods
135	magnitude km ne la vega nv	dev	earthquakes
136	cyclone debbie devastating flood swallow lismore death fear rise acr via youtube	test	hurricanes
137	syrian refugee donate help canadian fleeing wildfire	train	forestfires
138	better go check twitter see actually earthquake	test	earthquakes
139	starting really feel effect cyclone debbie	dev	hurricanes
140	man straight lying earthquake nut	train	earthquakes
141	work earthquake dancing healing child moment downc	train	earthquakes
142	far much information take listening someone disturbed flood understanding required	train	floods
143	earthquake earthquake mom start saying hail mary father sit unbothered hahahha	train	earthquakes
144	wildfire rage charles morris speaks forced leave home alberta listen	train	forestfires
145	almost crap pant else felt earthquake	train	earthquakes
146	todayshow telling everyone stay road reporter ebony interviewed driving	train	hurricanes
147	yep earthquake least short	test	earthquakes
148	need place go get smoke day california academy science free impa	train	forestfires
149	security traffic camera record chilling advance canada wildfire reuters	train	forestfires
150	notification get day flash flood warning	train	floods
151	insane see smoke canadian wildfire way atlanta	train	forestfires
152	abc news latest detail path destruction california wildfire	train	forestfires
153	hope everyone good day except people think fun drive around flood water take	train	floods
154	wildfire kill destroy home building california wine country	train	forestfires
155	climatologist explains condition primed fire california	train	forestfires
156	fire alberta threatens oil production help boost price massive wildfire heart canada oi	train	forestfires
157	well least island surrounded lot big water right potus worry though sc	train	forestfires
158	big as earthquake	dev	earthquakes
159	today heavy rain across state goa flooding many place traffic chaos life disrupted	train	floods
160	houston street flood dampening july th celebration	train	floods
161	bowen basin coal mine hopeful reopening soon rain eas via abcnews	test	hurricanes
162	proud play small role response recording much damage possible thought wi	train	hurricanes
163	make switch halogen flood light led see much get	train	floods
164	canadian wildfire increase tenfold cut evacuee	train	forestfires
165	earthquake sister know think wait like min twitter tell u	train	earthquakes
166	wildfire endangering part california billion weed industry ric	train	forestfires
167	anyone remember thing george carling said seeing wildfire television fire get rid trump	train	forestfires
168	let flood social medium picture movement aim make veganism compassion new normal	train	floods
169	school closed ex tropical cyclone debbie descends south east queensland	train	hurricanes
170	mrtooze bad thought flash flood caused tropical storm tectonic origin	train	floods
171	mcjuggernuggets johnhagerty ill flood house tear	test	floods
172	well said right	train	forestfires
173	needed go home depot get stuff help parent house flood mile home depot	test	floods
174	wine made grape exposed smoke may taste like ashtray burning rubber tyre charred meat nice	train	forestfires
175	maybe could relocate liberal side break float away next earthquake	train	earthquakes
176	show long drought regular flood prominent feature south east queensland climate	train	floods
177	ex cyclone debbie one hit north qld heading south school cancelled bucketing rain could better	train	hurricanes
178	resident told stay indoors powerful cyclone debbie make landfall australia queensland	train	hurricanes
179	northern california wildfire claim least life k acre burn	train	forestfires
180	people dey come flood legon k k	train	floods
181	swear stl always floodin	dev	floods
182	trippin earthquake lol	train	earthquakes
183	long time best friend life northern alberta help fort mcmurray fire	test	forestfires
184	costain second flood	test	floods
185	dead bull shark found aftermath cyclone debbie	train	hurricanes
186	rbc see long term impact wildfire share oil sand producer	dev	forestfires
187	thousand flee wildfire ravage california least killed abc news via abc poor cali keep strong	train	forestfires
188	breaking premier annastacia palaszczuk hold press conference regarding latest ex	train	hurricanes
189	school uni closed kindy open ping scottmillmanedu ex	train	hurricanes
190	earthquake hit thought nothing like since ducking de	train	earthquakes
191	rupieroop fort mcmurray wildfire double size fire fanned wind amp feeding dry vegetation	train	forestfires
192	four military killed niger california fire puerto rico without power amp water trump onl	train	forestfires
193	due current weather event se qld closed amp reopen next week thought effected	train	hurricanes
194	mashable syrian refugee fled war fleeing canada wildfire	train	forestfires
195	helping flood soybean market	train	floods
196	global disaster alert coordination system alert pm earthquake occurred south geor	train	earthquakes
197	raging fire force airlift evacuee canada	train	forestfires
198	lawd game amp earthquake nerve	train	earthquakes
199	realmattcouch thought flood cnn msnbc story like	train	floods
200	henry cejudo burn right foot loses olympic gold medal california wildfire evacuation	train	forestfires
201	alone wishing drowned flood	train	floods
202	someone used wildfire suppression mention location x complex complex mean control weather creator	train	forestfires
203	tropical cyclone debbie looked massive furious space station	train	hurricanes
204	family evacuated flash hit part xinhua	train	floods
205	smallest earthquake ever felt hahaha	train	earthquakes
206	stay safe back gang	train	hurricanes
207	lit as earthquake lol	train	earthquakes
208	fort mcmurray wildfire burned area larger entire city chicago via mashable	train	forestfires
209	would hillary clinton want flood america islamic muslim want kill christian jew	train	floods
210	sunshine need rain plenty especially wildfire fort st john	train	forestfires
211	massive convoy underway move evacuee stranded north fort mcmurray	train	forestfires
212	ooh long time see	train	earthquakes
213	slept flood anyways going back sleep	train	floods
214	felt realize saw twitter	train	earthquakes
215	sending prayer victim california wildfire many thanks firefighter first responder saving home life	train	forestfires
216	pretty good earthquake	train	earthquakes
217	close hometown stay safe peep	train	forestfires
218	lil earthquake mhm mhm mhmmm	dev	earthquakes
219	cyclone debbie dump bull shark middle queensland road	test	hurricanes
220	gym closed due random flood philly gobbler back wawa week hoagiefest desti	train	floods
221	good evening everyone ex debbie continues pummel qld ne nsw heavy rain damage	dev	hurricanes
222	ippatel unexpected response frm public tweet huh think nationalist flood	dev	floods
223	definitely felt one near temescal	train	earthquakes
224	sandbag station across redlands open day location	train	hurricanes
225	chitral flood toll revised pakistan army fly help	test	floods
226	alarm phone let sleep non stop rain week causing flood everywhere souther	dev	floods
227	look like dead end happen last earthquake	test	earthquakes
228	torrential rain hit lismore northern river region cyclone debbie follow blog live update	train	hurricanes
229	lmao earthquake hope die	train	earthquakes
230	would eye former left moving across city	train	hurricanes
231	escaping wildfire convoy least people forced flee fire fort mcmurra	train	forestfires
232	cyclone debbie storm likely add great barrier reef woe scientist say	train	hurricanes
233	united state geological survey reported magnitude earthquake followed second magnitude earthqu	train	earthquakes
234	ok california realdonaldtrump coming throw paper towel take picture sure helpful	train	forestfires
235	morning heavy rain flood warning osaka check site come osaka tomato g	train	floods
236	know afraid left wallet apartment expected flood water rise	train	floods
237	northern california fire	train	forestfires
238	flame almost licking car fort mcmurray man video show harrowing escapeamong via cbcnews	train	forestfires
239	little dude sad cyclone debbie cancelled kindy easter activity	train	hurricanes
240	water damage biohazard windsor co listed	train	floods
241	pls see color image posted	train	forestfires
242	sydney weather wet wild condition ahead ex cyclone debbie drift south news	dev	hurricanes
243	omg wa earthquake	train	earthquakes
244	stay safe aussie friend family xx	train	hurricanes
245	ever seen order calm face natural terror fort mcmurray	train	forestfires
246	alert flood warning continues following river florida georgia st mary river macc	dev	floods
247	wildfire california week go convenient	train	forestfires
248	mmda good po flood situation oxford cor columbia sts mtap building area thanks	train	floods
249	earthquake shook place make miss tornado warning every day half year	train	earthquakes
250	stay safe everyone amp talk staff perhaps working home getting home safely	train	hurricanes
251	time thought filthy vile disgusting democrat want flood country ple	train	floods
252	wish would stop raining already road flood	dev	floods
253	hour great flood wendels manor living room may need de humidifiers	train	floods
254	look unusually warm canada part arctic	dev	forestfires
255	fuck fucking earthquake	train	earthquakes
256	thought somebody dropped something roof	train	earthquakes
257	ayyeeee work got cancelled flood thank cyclone debbie	train	hurricanes
258	amazing teen killed crash fleeing wildfire	train	forestfires
259	qld school agnes water state line incl shut today due ex flooded forget	train	hurricanes
260	need stop going twitter every little earthquake	train	earthquakes
261	vueling australian number contact need call regarding flight issue cyclone debbie thanks	train	hurricanes
262	sydney weather wet wild condition ahead ex cyclone debbie drift south	train	hurricanes
263	mayatcontreras show u video wearing texas like flood texas wore high hee	train	floods
264	cue earthquake tweet	train	earthquakes
265	luten heykatiek laucoughlan meanwhile queensland	train	hurricanes
266	burning like wildfire	train	forestfires
267	california wildfire people still unaccounted structure burned	test	forestfires
268	extremely dangerous behaviour captured murwillumbah weir	train	hurricanes
269	earthquake suddenly made warm tf	train	earthquakes
270	really k tweet earthquake really sum weak as mf	train	earthquakes
271	high time use tested amp sustainable solution avoiding flood related disaster okay kapila ficci	train	floods
272	oops san francisco earthquake felt something	train	earthquakes
273	huge cyclone seen i	train	hurricanes
274	personal waterfall thanks rain cyclone debbie	train	hurricanes
275	oh baby earthquake city	train	earthquakes
276	pdchina used known china sorrow heavy rainfall flooding strike entire country without warning	train	floods
277	cope many memory flood back listen omg freeze ft chris brown official song	test	floods
278	local animal shelter capacity flood monitor	train	floods
279	kid play match look happens could guess started horrific blaze specialist go	train	forestfires
280	flash flood watch effect snowy range particular debris flow may possib	train	floods
281	antonsavageshow god call upon one suggest pray ark like flood	train	floods
282	mentioned midday yesterday get upper atmosphere rt	train	forestfires
283	part northern california ravaged intense wildfire consumed acre land	train	forestfires
284	see red flame state emergency wildfire rage alberta	train	forestfires
285	neighborhood gone santa rosa resident say wildfire destroyed home via gma	train	forestfires
286	haha pity show zeal story serious issue	train	hurricanes
287	earthquake construction outside dumb	train	earthquakes
288	thousand flee motorway convoy canada wildfire rage city	train	forestfires
289	earthquake around world may	train	earthquakes
290	retweeted weathernation weathernation update wildfire california	dev	forestfires
291	queensland cyclone debbie damage agriculture mining grazing	train	hurricanes
292	whoooa tiny earthquake	test	earthquakes
293	felt quick one	test	earthquakes
294	medical service flash flood affect ursoon valley chitral	train	floods
295	rossriverdam look like tsv get rain	dev	hurricanes
296	lmafooooooooo everybody library shook earthquake	train	earthquakes
297	ayo moved let yet	train	forestfires
298	crazy ex rant crazy weather thanks ex tropical cyclone debbie	train	hurricanes
299	thankful family daughter husband grandchild safe thankful amazing response	train	hurricanes
300	golfnorman flood industry new people hire one group smart male stemcels	train	floods
301	good round sad announce golf club trivia also cancelled tonight opposition probably stoked	train	hurricanes
302	hakusan keeping community earthquake zone safe help big data analytics cloud technology f	dev	earthquakes
303	awful death toll rising northern california fire thick haze downtown sf smoke drift south	train	forestfires
304	magnitude earthquake km sw leilani estate hawaii	train	earthquakes
305	felt biggest one little	train	earthquakes
306	unbelievable footage megabowman	dev	hurricanes
307	san francisco strong rebuild	test	earthquakes
308	cyclone debbie queensland australia world best handing natural emergency due hard thought hard work	train	hurricanes
309	got stay part lol	train	earthquakes
310	nwsbirmingham early afternoon looking localized flood potential across western cou	train	floods
311	york flood bill soar past million problem disappeared gone	train	floods
312	cyclone debbie floodwaters drown town across queensland northern nsw fear grow life lost	train	hurricanes
313	luther burbank center heavily damaged california wildfire sopan deb	train	forestfires
314	earthquake occurred may utc km se lincoln mt	train	earthquakes
315	thabiso dlamini sentiment exactly flood gate open back smh	train	floods
316	faffrobert lucky missing ex cyclone debbie unlucky missing school day uq enjoy	train	hurricanes
317	qld amp nsw heavy rain flooding expected ex tropical cyclone debbie move south east	train	hurricanes
318	wildfire kill damage home california wine country	dev	forestfires
319	howard executive blast jealous using may flood partisan fundraising ploy	train	floods
320	atleast dead missing wildfire wine country northern california	train	forestfires
321	chrisrdem omg sure earthquake opened door forcefully glad confirmed	train	earthquakes
322	earthquake nepal earthquake haiti tsunami asia humanitarian disaster	train	earthquakes
323	last two hour activity regarding summit info deflati	test	earthquakes
324	caught bad weather around cyclone debbie wish zoom lecture live view	train	hurricanes
325	preparing worst come debbie cyclone face	train	hurricanes
326	big dick men stop p house orlando flood as door open	train	floods
327	warning effect throughout area use tip head road	train	floods
328	really scared grass still wet morning flash flood warning like backyard	train	floods
329	holy earthquake batman first time almost got something	train	earthquakes
330	made hoping everyone going get hit following wind rain stay safe	train	hurricanes
331	sure ready warrior twitter earthquake twitter night	train	earthquakes
332	sure earthquake lmaooo	train	earthquakes
333	stay safe dad	train	forestfires
334	debbie cockatoo saved category cyclone died	train	hurricanes
335	literally made angry heading flood prone area sooooooo	test	floods
336	elderly napa county couple found dead devastating wildfire sweeping northern california	train	forestfires
337	karolcummins threadreaderapp karol new wh comms czar lost flood good	dev	floods
338	massive wildfire burning alberta	train	forestfires
339	newest story wildfire blaze california shared online news gazette	train	forestfires
340	quite distinct earthquake sec ago sf	train	earthquakes
341	going flood sueramirez birthdaymona	train	floods
342	kcrg public official credit group effort securing cedar rapid federal flood money	train	floods
343	um pretty strong	train	earthquakes
344	anyone else see smoke angel blowing trying kindle fire	train	forestfires
345	many flood landslide warning phone morning	train	floods
346	northern california wildfire claim least life k acre burn via aol	test	forestfires
347	towel flood still drying apartment smell like butt	train	floods
348	last isla maxi cyclone debbie flash sale bunker shop til drop	train	hurricanes
349	heard lovely song cyclone debbie	train	hurricanes
350	ryannannudavies hate g mate good winter terrible condition even flood f	test	floods
351	levine open border progressive flood florida murdererous child raping third world animal	train	floods
352	houston street flood heavy rain sparking memory harvey	test	floods
353	idea spend billion rail line make next one heap worse whining cleanup cost	dev	hurricanes
354	day holy moly wet ex cyclone debbie match	train	hurricanes
355	entire city evacuated amid massive wildfire cnn	train	forestfires
356	jetstarairways disgrace taking advantage people cyclone debbie	train	hurricanes
357	hell earth devastating photo reveal california wildfire destruction	test	forestfires
358	apparently every single school gold coast shut today cyclone debbie something god bless	train	hurricanes
359	ok guy want keep updated currently flooded area aftermath cyclone debbie	dev	hurricanes
360	however alistair look like inquisition prepared flood hometown	dev	floods
361	alberta wildfire may stall canada second quarter growth via reuters	test	forestfires
362	felt really well east bay	train	earthquakes
363	smelling smoke today would seem wind brought wildfire smoke way air quality warning yet	train	forestfires
364	felt earthquake lol	train	earthquakes
365	bet lot wildlife displaced forest fire california	test	forestfires
366	tf flood dad basement	train	floods
367	apartment definitely might flood	train	floods
368	enemy come like flood spirit lord lift standard isaiah stick purpose	train	floods
369	cyclone debbie hitting brisbane another view	train	hurricanes
370	knew little earthshakes hour ago would turn earthquake	train	earthquakes
371	school holiday started day thank cyclone debbie	train	hurricanes
372	fog give california firefighter edge blaze killed	train	forestfires
373	scariest thing ever amp watch without tear town love gone	train	forestfires
374	cyclone debbie stop coral bleaching expert say live guardian	dev	hurricanes
375	continues sunny wake cyclone school closed official holiday	train	hurricanes
376	sitting dark amp feeling bit bummed able fly myriadlive today due	dev	hurricanes
377	feel earthquake lol	train	earthquakes
378	free washing shelter annastaciamp via abcnews	train	hurricanes
379	like double tap berkeley	train	earthquakes
380	wildfire sweep across northern california dead	test	forestfires
381	mystic go outside cyclone debbie holding hostage	train	hurricanes
382	know felt earthquake	train	earthquakes
383	trump yet weighed wildfire tearing across california least dead missing	train	forestfires
384	insurer hit cyclone debbie claim brace	train	hurricanes
385	r receiving tail end cyclone debbie lot flooding school queensland aust closed wind wild	train	hurricanes
386	yes felt earthquake fuck see game	train	earthquakes
387	earthquake occurred km ssw leilani estate hawaii utc	train	earthquakes
388	abc cyclone debbie closed school student suffer	train	hurricanes
389	painfully sad wife aunt house destroyed yesterday devastating area town rain please	train	forestfires
390	another thing boomer ruined future generation building foundation	train	earthquakes
391	flash flood warning	train	floods
392	cyclone debbie batter northeast australia	test	hurricanes
393	love aussie medium jumped straight onto porn pun debbie damage winner	train	hurricanes
394	please pray people california effected wildfire currently died	train	forestfires
395	debbie bush cockatoo saved cyclone devastated forest airlie beach tuesday townsville bulletin	train	hurricanes
396	weekend escape cyclone debbie get house saturday grand opening	train	hurricanes
397	heavy rain along rocky mountain front lead flooding ap	train	floods
398	telstra understand nbn affected cyclone debbie apparent area red zone working	train	hurricanes
399	earthquake rock world	train	earthquakes
400	flash flood watch issued much state afternoon thru tomorrow storm fire thi	train	floods
401	earthquake spooked bruh	train	earthquakes
402	california wildfire continue	train	forestfires
403	cbc news graphic video sec intense wildfire actually create lightning storm	train	forestfires
404	guilty plea entered man charged creek county wildfire	train	forestfires
405	take aguero need goal hook meza perez flood pitch attacking player	test	floods
406	requisite architectonics flood insurance rented stripe wcrjqyum	train	floods
407	set alarm sure good bad flood know route taking	train	floods
408	jhelum cross flood mark srinagar tribune	dev	floods
409	little bit shake tonight	train	earthquakes
410	looked like apocalypse california resident watch horror wildfire destroy home	train	forestfires
411	raging floodwaters tropical cyclone debbie flow completely submerged car queensland australia	test	hurricanes
412	sure noah ark themed bar welcome ark flood sorrow away gettin biblical ow ooowwwww	train	floods
413	man flood could god leniency amp patience tried win wo	dev	floods
414	pah worse macclesfield	train	hurricanes
415	flash flood watch pittsburgh rip	train	floods
416	support queenslanders tough donate tropical cyclone debbie appeal	test	hurricanes
417	bruh trippin earthquake	dev	earthquakes
418	tale woe flood ravage ile ife osun	train	floods
419	definitely earthquake looked like something exorcist movie bed started shaki	test	earthquakes
420	damn earthquake woke	train	earthquakes
421	dorkymustche jeffreestar nope maybe got swept away flood	train	floods
422	theage fuck country year le turn population flood	train	floods
423	help nth qld cyclone debbie please sign cost paid team rubicon	dev	hurricanes
424	ex cyclone debbie	train	hurricanes
425	thanks cbccalgary using picture siphon creek wildfire expect	train	forestfires
426	wishing emergency service best luck doubt long day	train	hurricanes
427	canadian town evacuated wildfire approach fort mcmurray picture	train	forestfires
428	wildfire sweep across northern california dead new york time	train	forestfires
429	northern california wildfire kill least	train	forestfires
430	cyclone kindly leave	train	hurricanes
431	lt p gt eye one australia worst storm year hit mainland bowen airlie beach moving sou	train	hurricanes
432	earthquake cat wake felt like someone hit house x floor vibrated neighbor dog barked	train	earthquakes
433	okay fuck earthquake	test	earthquakes
434	california wildfire staggering number cnni	train	forestfires
435	joon gettin ready flood	test	floods
436	utah heavy rain southern part state flash flooding caused major destruction	train	floods
437	claim responsibility debbie	train	hurricanes
438	nothing like falling ice getting soaked humidity let flood dry properly seriously	train	floods
439	ho boy mulling moving bay area san francisco air smell like smoke told	train	forestfires
440	kicked caused earthquake	train	earthquakes
441	nah much hell	train	hurricanes
442	nbcnews report update wildfire burned acre california according cal fire	train	forestfires
443	earthquake scared heck	train	earthquakes
444	never safe drive walk flood water areal flood advisory effect baker nassau duval co	train	floods
445	flood gate opening oh fly wall gitmo right	train	floods
446	alberta government provide cash evacuee immediate need via yahoocanada	train	forestfires
447	bedroom pool overly wet trappin night made flood patek	train	floods
448	survived cyclone debbie thanks parma coriander advocate concern kent	train	hurricanes
449	randidanielle melissajg woke flash flood warning alert	train	floods
450	danarel million honduras mexico el salvador flood country police could possibly go wrong	train	floods
451	good morning tweeties happy friday morning cyclone debbie passed u	train	hurricanes
452	urgent police evacuation message northern gold coast resident issued	train	hurricanes
453	omg earthquake scared tf outta	train	earthquakes
454	anyway although true relative flood also sister brother went la	train	floods
455	kerryellen tiffany dogbroccoli pennsylvania news page twitter first saw news wildfire	test	forestfires
456	drone view damage insurer hit cyclone debbie claim via smh	dev	hurricanes
457	ring fire alert philippine struck earthquake	train	earthquakes
458	pm earthquake update dutchsinse via youtube	dev	earthquakes
459	godfather really prepared flood planned apartment house genius	train	floods
460	chicago weather heavy rain flood roadway across area white sox game postponed	train	floods
461	joshbutler betootaadvocate living sydney yet see empirical evidence cyclone indeed name debbie	train	hurricanes
462	cyclone debbie update eye wall severe tropical cyclone debbie continues impact whitsunday	train	hurricanes
463	water scooter hero rescue resident mabicho flood ajw	train	floods
464	clockworkinsom currently rotation got necros v flood coming next	train	floods
465	photo show canadian city fort mcmurray ruin devastating wildfire	test	forestfires
466	happening real life sharknado cyclone debbie wash bullshark australian street	train	hurricanes
467	timesnow either drought flood nature calamity people suffer	train	floods
468	number help put northern california wildfire perspective	train	forestfires
469	financialreview insurance bill cyclone debbie expected rise bn	train	hurricanes
470	guess smoke wildfire california making epic sunset tonight	dev	forestfires
471	green blame cyclone debbie burning coal	train	hurricanes
472	yadra kece cyclone debbie territory	train	hurricanes
473	big mango appears still behind copstewart	train	hurricanes
474	robust flood scheme open offering hundred resident long term peace mind daily post north wale	dev	floods
475	incoming earthquake tweet	train	earthquakes
476	experienced first earthquake almost shit	train	earthquakes
477	observed sediment flux southwesternmost okinawa trough enhanced episodic event flood runoff taiw	train	floods
478	trump address wildfire california	train	forestfires
479	aftermath tropical debbie continues chaos australia school closed tourism affected	train	hurricanes
480	oh nice canada wildfire smoke owns	train	forestfires
481	trying best flood instagram photo taken trip far west coast really magical	dev	floods
482	naija mistakenly win iceland tomorrow jersey flood saturday	test	floods
483	sheeesh fat as earthquake shook	train	earthquakes
484	maybe future bright fucking burn like wildfire	train	forestfires
485	gogi felt little earthquake	dev	earthquakes
486	felt earthquake wtf blooood shit mayne	train	earthquakes
487	grape wrath winery risk california wildfire rage via nbcnews	train	forestfires
488	tired beak blossom tulip drip bathe coral mum flood fatigue	train	floods
489	social medium unofficial emergency broadcast system fort mcmurray wildfire crisis edmonton sun	train	forestfires
490	watch tropical cyclone debbie intensify space	train	hurricanes
491	zenkaivfx school cancelled today tomorrow co cyclone debbie	train	hurricanes
492	wildfire still uncontained k people could ultimately many awful	train	forestfires
