tweet_id	tweet_text	label
'456794233655922688'	Let's show our solidarity w earthquake + wildfire victims in #Chile.Donate http://t.co/6HN9PLnnKV #1000TECHOS #VALPO http://t.co/muUREgRBKA	donation_needs_or_offers_or_volunteering_services
'451796465623764992'	Laundry day. #chile #vscocam #patabronia2014 #laundry http://t.co/jkgsZiTYKd	not_related_or_irrelevant
'451236289690361857'	@Wampumqueen 8.2 earthquake in Chile.  Hopefully he is ok.	sympathy_and_emotional_support
'451327897299873793'	"Mis oraciones para el pueblo chileno ""@YourAnonNews: Update: 2 deaths reported following earthquake off the coast of Chile. #chilequake"""	injured_or_dead_people
'451247582187372544'	RT @SABreakingNews: Tsunami Alert after Chile Struck by 8.2 Earthquake: An earthquake measuring 8.2 on the Richter scale struck th... http:…	other_useful_information
'451411290951782400'	RT @PFourDigital: A powerful earthquake hit Chile last night. Magnitude 8.2 that produced tsunamis that are already hitting the coast. #Fue…	other_useful_information
'451569389200875521'	A 7.4 magnitude earthquake at Chile again. #TsunamiAlertOn BE CAREFUL GUYS! My thoughts are with you!	sympathy_and_emotional_support
'451328078677938176'	RT @ali6hazali: uh oh, it's earthquake in Chile #PrayForChile	sympathy_and_emotional_support
'451351017301372928'	"RT @explanoit: ""God is testing you by killing your family with a random geologic event, keep the faith."" - a lot of the #PrayForChile tweets"	sympathy_and_emotional_support
'452315367940313088'	RT @Herbalife: Find out how you can help those in need after the 8.2-magnitude earthquake in Chile #HerbalfeFamilyFoundation http://t.co/Gu…	donation_needs_or_offers_or_volunteering_services
'452150332400082945'	With @abigailortizz #santiago #chile #test #formal #XD http://t.co/Mf2YxZUnk5	not_related_or_irrelevant
'451536398927945728'	let the skyfall, we will stand tall, at skyfall...	not_related_or_irrelevant
'451262908320993280'	"""@Daily_Record: Live: 280 prisoners still on the run after huge earthquake strikes Chile http://t.co/sMMMxEHOyd"" Every cloud and all that.."	missing_trapped_or_found_people
'451828602930073600'	RT @_amroali: wow, Leaders of #Argentina, #Chile &amp; #Brazil in the 1970s &amp; today. http://t.co/VMKexN1ycF v @SultanAlQassemi #women	not_related_or_irrelevant
'451215604708413440'	RT @fiveblockstock: Police have recaptured 16 of 300 escaped female prisoners in #iquique	not_related_or_irrelevant
'452448960691462145'	new icon, Header &amp; fondo &lt;3	not_related_or_irrelevant
'451585812862230528'	#Sismo: Chile Earthquake: No Tsunami Threat To California, Officials Say http://t.co/AfyYE3pFDX	other_useful_information
'451712913733341184'	'The Amazing Spider-Man 2' Crawls Into The 2014 MTV Movie Awards via @GossipBucket http://t.co/95Lmx1iJM3	not_related_or_irrelevant
'452309076332916736'	@estherminded here's your flower #chile http://t.co/p7Lm19ERAB	sympathy_and_emotional_support
'451788650557480960'	@JCandTheVoidz the earthquake in Chile is probably your fault, come back	not_related_or_irrelevant
'451841143987515392'	@Lauu_Aguirre CHAU. T2 MAL LOK	not_related_or_irrelevant
'451225340451770368'	@Vallie: WATCH LIVE: U.S. Geological Survey briefing on major Chilean earthquake http://t.co/6Kj1mkBCT3 … #ChileEarthquake	other_useful_information
'451353244653330432'	.@EternalLiving5 =Thanks for retweeting prayer alert for Chile. Minimal damage from tsunami, though 5 reported killed.	injured_or_dead_people
'451425363005284352'	Cumple Mariana (@ Wasabi Sushi &amp; Rolls - @wasabi_lima w/ @grazzia09) http://t.co/Djz7fclnli	not_related_or_irrelevant
'451759209429094400'	RT @YahooNews: VIDEO: Inside an apartment during major m7.8 earthquake aftershock in Iquique, Chile http://t.co/qIRdqdy0sp	other_useful_information
'451459628384419840'	#PrayForChile #Chile #earthquake #ChileEarthquake #FuerzaNorteDeChile Expertos afirman que riesgos para la salud de misiones a Marte supe...	sympathy_and_emotional_support
'451265830630981632'	RT @RoomeeTimes: Chile #Earthquake: Tsunami to make landfall along Pacific coast http://t.co/irCqu0BaGc	other_useful_information
'451241088389754880'	5 deaths reported in 8.2-magnitude earthquake that h... http://t.co/qjrdaeljop #Pacific #Chile #Hawaii #SouthAmerica #Tsunami via @DraBrain	injured_or_dead_people
'451941664559734784'	#anonymous #anonops Earthquake - South-America - Chile - EDIS Number: EQ-20140402-43216-CHL Date / time: 02/04/201... http://t.co/nZsM3xDmKA	other_useful_information
'452232007532425216'	Baby when they look up at the sky /88	not_related_or_irrelevant
'451247678840909824'	RT @jessleal7: #FuerzaChile #PrayForChile You are in our prayers and thoughts! http://t.co/5pLd8lTkvx	sympathy_and_emotional_support
'451216343312781312'	RT @Osnapiitzdani: AN earthquake on chile ! Poor people #prayforchile 💕👏 http://t.co/awAPilPb7f	sympathy_and_emotional_support
'451420849544114177'	Chile earthquake: 1909 Print Valparaiso Chile Earthquake 1906 Ruins Destruction Damage Disaster - Original Halftone P http://t.co/CtZqi3jUSV	not_related_or_irrelevant
'452287860599951360'	Was out cycling 3.60 km with #Endomondo. See it here: http://t.co/Nhv9pQswI8	not_related_or_irrelevant
'451242251490836481'	While #PrayForChile is a good idea , any one went to go down there and actually help	sympathy_and_emotional_support
'451387603409854465'	@sucelletapia WHOA Suky!! I just heard of the 8.2 Earthquake at Alabama Chile 300miles South of You! Are You &amp; Your Dear Family OK?!!✌️😃💙🌞🎵	sympathy_and_emotional_support
'451252707970404352'	RT @DJAktual: please pray for my people in Chile, 8.0 earthquake.	sympathy_and_emotional_support
'451383695266426880'	On a day like this 32 years ago, Argentina illegally invaded the Falklands. Up to this day they don't show repent nor do they admit defeat.	not_related_or_irrelevant
'451251794937933824'	5 deaths reported in 8.2-magnitude earthquake that hit off Chile. All tsunami warnings and watches was canceled http://t.co/WMtN0NwPg4	injured_or_dead_people
'451208559951609856'	RT @ConfessionsMDHS: We send our prayers to the people of #Chile . We are aware a former monarch has been doing social work in the region f…	sympathy_and_emotional_support
'451224107724468224'	RT @Dreeeaaxo: Maan chile always has it bad ... Poor people. Must be terrified knowing there might me a tsunami. #FuerzaChile	sympathy_and_emotional_support
'451447988897193984'	RT @spencerIofranco: My heart and prayer goes out to people livin Chile. Just hang in there. #PrayForChile	sympathy_and_emotional_support
'451502061105217536'	@BenjaminLasnier #HappyBirthdayBenjaminLasnier I Love You Too	not_related_or_irrelevant
'451364003898744832'	RT @NBCNews: DEVELOPING NOW: Tsunami warning in effect for Chile, Peru, Ecuador; watch in effect for Colombia, Panama, Costa Rica following…	caution_and_advice
'451445275781914628'	8.2 #earthquake #chile #ChileEarthquake sparks #tsunami warning. More on this here http://t.co/XcxZXVyiJT	other_useful_information
'451195085661954048'	RT @snolen: For breaking news fr #Chile recommend 24horas.cl (might be crashing?) &amp; http://t.co/xni76EB3IY &amp; Twitter: many good Chilean jou…	other_useful_information
'451382316762284032'	#Pakistan Animation of tsunami from northern Chile earthquake, Hawaii under advisory - Washington Post (blog):... http://t.co/sUDtYq2kJl	other_useful_information
'451871473314308097'	RT @cnnbrk: Rescue drill now just 100 meters away from trapped #miners in #Chile, source says. http://on.cnn.com/cTctwA	missing_trapped_or_found_people
'451405746497138688'	The @Adidas #Originals France 74 #jacket by @EnLawded http://t.co/j2gvMDum3u	not_related_or_irrelevant
'451827222064549888'	Meet @maryse0uellet at WRESTLECON April 5th Saturday ONLY 10am-2pm for more info visit Meet &lt;33&lt;33 http://t.co/smPwiifKvS	not_related_or_irrelevant
'451687819636137984'	RT @tsunamiwatch: News: Panama Earthquake 2014: Tsunami Warning Risk Higher After Chile Aftershock?: An earthquake hit Panama ea... http://…	caution_and_advice
'452511524817752064'	@YoLawDa A list of jackets &amp; tshirts about #Équateur on EnLawded http://t.co/HBMzk4XxwR	not_related_or_irrelevant
'451730572482596864'	RT @PressTV: Residents who have fled their homes sleep on an open street in Iquique, #Chile, after a powerful #earthquake measu http://t.co…	displaced_people_and_evacuations
'452029395386236929'	Scary yet beautiful: simulation of the propagation of April 1st Chile's tsunami by @NOAA http://t.co/R8YjC0aPFg	other_useful_information
'451201558601293825'	RT @SteveUdelson: All tsunami warnings have been discontinued EXCEPT for Chile, Peru.  #tsunami http://t.co/3NceXk2tJD	caution_and_advice
'451216568655949825'	RT @darwinology: no you didn't. :c #meteorgarden #PrayForChile http://t.co/RQfwCyh4NS	other_useful_information
'451669124742406144'	RT @scejas: #Tsunami travel time map (if a tsunami was generated). via @NWS_NTWC #Chile #Peru #earthquake http://t.co/W9uuAWFMO3	other_useful_information
'451245660273393664'	RT @GlobalGiving: So thankful that there was not greater damage in #Chile tonight. Hope power gets restored and people can get home soon. S…	sympathy_and_emotional_support
'451554626827849728'	RT @PzFeed: BREAKING: Strong aftershock hits off the coast of northern Chile; no magnitude yet; local authorities say no tsunami warning is…	other_useful_information
'452137957169053696'	@floyd we miss you so much,  @MileyCyrus your beautiful smilers are with you ♥	not_related_or_irrelevant
'451358948021772288'	I needa boost my followers #follobackforfolloback #follobackinstantly #girls #boys #PrayForChile #ThisCouldBeUsButYouPlayin #yeet	not_related_or_irrelevant
'451263542503559168'	RT @nzherald: Waves measuring almost 2m have hit the northern coast of Chile after a magnitude 8.2 earthquake http://t.co/zkXRPGOMD4	other_useful_information
'452462298393632769'	@MikeDronkers Look at this. RT @tsunamiwatch: Animation Shows Chile Tsunami Rippling Through Pacific Ocean: http://t.co/vj2fKLWOM4	other_useful_information
'451224190494859265'	RT @KarinaAndreaB: Pray for Chile. Oren por Chile #TerremotoenChile #EarthquakeChile	sympathy_and_emotional_support
'451276566920560640'	RT @ginenaperlas: Let's trust him. God has reasons. We just have to believe him. #PrayForChile 🙍🙇	sympathy_and_emotional_support
'451577398241140736'	No California tsunami expected from 7.8 Chile quake aftershock - Los Angeles Times http://t.co/bi1MFqAIK8 #news	other_useful_information
'451214914426650625'	RT @sosfirstaidbc: All this #earthquake activity #chile #California reminder for #Vancouver make investment in grab n go kits #BePrepared	other_useful_information
'451201851959287808'	#chile http://t.co/iZU4uGCO2K lets be naughty	not_related_or_irrelevant
'451314482652794880'	VIDEO: The US Pacific Tsunami Warning Center releases animation simulating April 1, 2014 #Chile #tsunami Link: http://t.co/0SwJzsitvG	caution_and_advice
'451570398845345793'	RT @_HausOfKate_: @ladygaga #PrayForChile  please :(((	sympathy_and_emotional_support
'451320835480227840'	Now on NBC4: more rain in SoCal, big rig crash in Pasadena, an update on the Chile earthquake and more. Watch live: http://t.co/61fgRel8Vg	other_useful_information
'451780803354058752'	EVERY Sat 3pm Jerry Brown STOP DIABLO CANYON Capitol Sacramento #DOOMSDAY #PREPPER #PREPPERS  http://t.co/0S25ROCHre http://t.co/Memljwr0vh	not_related_or_irrelevant
'451423505322479616'	Chile's Terrifying Earthquake Makes It Clear That We Need to Take Climate Change Seriously http://t.co/3UZZ7cJ6hW	caution_and_advice
'451484347548577792'	RT @NewsBreaker: RAW VIDEO: Amateur video from Chile shows a chaotic situation when an earthquake struck http://t.co/xEVMj1WXHc - @AP	other_useful_information
'451216281216516096'	@officialwed13 Im sure u know but the guys in HIM are fine from the Chile Earthquake. It happened 15mins b4 show time but they played :)	other_useful_information
'451810815092342784'	RT @Mapsofworld: Map showing epicenters of #ChileEarthquake http://t.co/b5eJeeujQl	other_useful_information
'451732098408529920'	Anglo American evacuate Collahuasi copper mine in Chile after yesterday's 8.2-magnitude earthquake #MiningOnTop	displaced_people_and_evacuations
'451481674669625344'	"RT @BBCWorld: ""Panic written on their faces."" Residents flee northern port city as 8.2 earthquake hits Chile http://t.co/5VfZBBwSa1 #ChileE…"	displaced_people_and_evacuations
'451712934381490176'	RT @CTVCalgary: UPDATE: Strong aftershock, 7.8, hits #Chile. Latest here: http://t.co/OHmAf7bods	other_useful_information
'451312394154045441'	RT @PaNewzer: Death roll rising in Chile earthquake, tsunami. Disaster declared. http://t.co/qK8T3ApIPg	injured_or_dead_people
'451574040323297280'	OMG THE NEWS SCARED ME LIKE... OMFG IM PRETTY SCARED #PrayForChile	sympathy_and_emotional_support
'451354383440044033'	RT @GN_Chaewon: Earthquake was happened there RT @CHANYLKID: #PrayForChile is no 1 on TTWW, what happened with Chile ?	sympathy_and_emotional_support
'451272341922664448'	RT @RoomeeTimes: Chile #Tsunami: Anti-riot police deployed to help prevent looting and recapture 300 women who escaped from prison http://t…	not_related_or_irrelevant
'451242566139133952'	My heart and my prayers are with all affected by this disaster!! #PrayForChile	sympathy_and_emotional_support
'451204251302498304'	Residents evacuating coastal areas of Antofagasta, Chile due to #tsunami warning. MT @RedMiVoz: http://t.co/58VmzRHbn3	displaced_people_and_evacuations
'451856142202073088'	@justinbieber always u ignore ur beliebers,we love u so good luck ily	not_related_or_irrelevant
'451383438797316096'	"""I'm glad the earthquake happened I'm Chile because I don't live there so I don't care for them."" -the kid next to me in psychology 🔫🔫"	sympathy_and_emotional_support
'451784559194308608'	RT @MzFrema1: “@WeLiftYourName: #PrayForChile http://t.co/JrjqPzxajO”😳	other_useful_information
'451339215653982208'	RT @ChristineRomans: Good morning. Getting an #EarlyStart on the Chile #earthquake, criminal probe into #MH370, GM recall, #Obamacare numbe…	not_related_or_irrelevant
'452359020331163649'	#发生地震: M  5.0  OFFSHORE TARAPACA, CHILE http://t.co/p4m1CPVQAZ	other_useful_information
'451612492964573184'	RT @zerohedge: CHILE EMERGENCY OFFICE ORDERS EVACUATION OF NORTHERN COAST, ISSUES ‘MINOR’ TSUNAMI ALERT AFTER 7.4 MAGNITUDE QUAKE	displaced_people_and_evacuations
'451657069910044672'	RT @PzFeed: RIGHT NOW: Thousands of people urged evacuate inland from coastal areas in Chile after Strong earthquake.	caution_and_advice
'451357063617073152'	they said bali will face a big wave. its effect from chile earthquake. well, maybe this is my last word :D #PrayForChile	sympathy_and_emotional_support
'457126118366396416'	so many sad things happening. #PrayForMH370 #PrayForSouthKorea #PrayForIndonesia #PrayForSinabung #PrayForNigeria #PrayForChile	sympathy_and_emotional_support
'451588541483479040'	I don't understand why people rely on 'hocus pocus' instead of helping someone. makes no sense to me. @SkyrimLord #ChileEarthquake	sympathy_and_emotional_support
'452339576309170176'	@mydarlingdrew que suertuda eres, te sigue Justin y Jazzy fghjk&lt;3	not_related_or_irrelevant
'451563665703960577'	☭ @MexicAnarchist  Footage of the latest 7.8 earthquake that just hit Chile from inside a shopping mall. . https://t.co/ZLMS4yrSdM …	other_useful_information
'452118241079357440'	Dont worry. Everything its gonna be alright	not_related_or_irrelevant
'451566145523290112'	RT @hummeryk: Chile Rocked Again by Powerful Earthquake: A powerful earthquake struck off northern Chile late Wednesday, the... http://t.co…	other_useful_information
'451404217027006465'	White House: U.S. 'stands ready to help' Chile after earthquake: The U.S. government is prepared to ... http://t.co/b5lV4fUtlI #airforce	other_useful_information
'451197951889924097'	The #tsunami is currently going furiously through Peruvian beaches (Tacna and Lima)... Stay strong and safe Peru and Chile !	sympathy_and_emotional_support
'451697840050692097'	#Free#iOS#Apps: Florida USA Cape Coral BREAKING NEWS 273 Chile earthquake Powerful earthquake strikes off Chi... http://t.co/xvQ4KRwqo9	other_useful_information
'451424843850723328'	RT @neonne: turned on @CNN to get updates on the Chile quake and tsunami, and I find Wolf still yapping non-news about a plane #gtfo	other_useful_information
'451527636612042753'	@pattiemallette happy birthday mom i love u so much thank u for everything ♥	not_related_or_irrelevant
'451698695697104896'	@AMHQ AHeadlines for your 8AM hour, #ChileEarthquake aftershocks and Olympians at the White House.	other_useful_information
'451344130145140736'	We are the world We are the children We are the ones who make a brighter day So let's start giving #PrayForChile	sympathy_and_emotional_support
'451344704626757632'	RT @nbcwashington: More than 300 female prisoners took advantage of the massive earthquake that hit Chile and escaped: http://t.co/A4i1s0DV…	other_useful_information
'451863821305794561'	@HolySnailGrail seems you didn't miss me :(	not_related_or_irrelevant
'452261327054970880'	A Little Respect &gt; https://t.co/8MFS6iDs9F	sympathy_and_emotional_support
'452274502509277185'	RT @SPACEdotcom: The massive earthquake that struck Chile on Tuesday left 3 main sky observatories in the region relatively untouched http:…	other_useful_information
'452839218423668736'	def better than that Chile earthquake. Ready 4 Pulag?RT “@heyitsrjsmith: Climbed a glacier yesterday and I still can't believe it. #travel”	not_related_or_irrelevant
'451526838540845056'	@chiocolate_q when you look at me like that my darling..	not_related_or_irrelevant
'452137250344931328'	Thanks @Vizoftheday for selecting M 8.2 Earthquake, Iquiqe, #ChileEarthquake as viz of the day today	other_useful_information
'452430091092389888'	RT @ShastaCNN: Our latest from Iquique: After #ChileEarthquake weary residents wait out after shocks in tent city http://t.co/VMQwD97PPV #c…	missing_trapped_or_found_people
'451474309186617344'	@MILKTYSON Thank you so much i'm chilean♥	not_related_or_irrelevant
'451602315372273664'	A new 7.8-magnitude earthquake strikes Northern Chile following an 8.2-magniitude jolt in the same region. http://t.co/23zCRSVRUG	other_useful_information
'451345802682990592'	RT @SantiagoTimes: 6 deaths officially reported now from last night's #earthquake in northern #Chile	injured_or_dead_people
'451216838009950208'	Stay safe folks at Chile...  #PrayForChile	sympathy_and_emotional_support
'451294650893344768'	RT @rickeyb_: Moment of silent for Chile. #PrayForChile	sympathy_and_emotional_support
'451569769506824192'	Chile President Michelle Bachelet evacuated from Arica coastline after 7.8 magnitude earthquake, tsunami alert  http://t.co/3RzloWXBlb	displaced_people_and_evacuations
'451314451837247490'	#prayforChile #prayforIndonesia save us God.. save Ternate and Malang pls	sympathy_and_emotional_support
'451582685735952386'	Magnitude 5.2 82km WSW of Iquique, Chile #earthquake @matthunter123  @matthunter123 @matthunter123 @matthunter123  http://t.co/E8vN3IdG6V	other_useful_information
'451372816693067776'	RT @_krystalserrano: #PrayForChile ❤💙 glad to know that my family over there is doing well.	sympathy_and_emotional_support
'451347704397172738'	Chile hit by 8.2 earthquake, tsunami 5 people killed &amp; 300 female inmates escape--look out guys.	injured_or_dead_people
'451314002917068801'	RT @cecemcghee: Massive #earthquake in #Chile spurs #tsunami. http://t.co/4WOfbHyCa7 #cecemcghee	other_useful_information
'451408012800823296'	(#FlakoprettyX7) Chile assesses damage after massive quake, tsunami: By Anthony Esposito and ... http://t.co/IklJIqAlQa (#FlakoprettyX7)	infrastructure_and_utilities_damage
'451195961940148224'	First time making Caldo. Let's check it out!! Food porn yum  #caldo #corn #squash #papas #meat #chile… http://t.co/KuMuqP94kJ	not_related_or_irrelevant
'451384012666601472'	take one sec to tweet #PrayForChile and pray for those people please.	sympathy_and_emotional_support
'452178416679542784'	@HlnztheOneNOnly yes I know, now is like 2 weeks left :'(	not_related_or_irrelevant
'451260554871468032'	Prayers going out to the people of Chile this am. 8.1 magnitude earthquake struck. tsunami evacuations in place.	sympathy_and_emotional_support
'451222338051129344'	"""@ohgali: so we might die bc there was a 8.3 earthquake in chile &amp; we're alined &amp; there might be a tsunami &amp; after shocks 😱"" bff stfu ._."	other_useful_information
'451865023254523905'	M5.5  - 66km SSW of Iquique, Chile 2014-04-03 05:51:44 UTC (via @usgs) http://t.co/9l4tmSOX0u	other_useful_information
'451214457361149952'	Prayers out to the ppl affected by that Chile earthquake 🙏	sympathy_and_emotional_support
'451368688571006977'	HUH!!!! CHILE?? What happen with Chile??? #PrayForChile :(	sympathy_and_emotional_support
'451384848049909760'	( Vinculaciones ) 6 Killed in Earthquake off Northern Chile http://t.co/KFYUiVfTn8 Unete@_Vinculaciones	injured_or_dead_people
'451380762496225280'	RT @LETICIACNN: @CNN death toll from a 8.2-magnitude earthquake that struck off northern #ChileEarthquake rose to at least 6 Wednesday #Chi…	injured_or_dead_people
'451560801715761152'	BREAKING: ANOTHER MAJOR EARTHQUAKE IN #CHILE 7.2  #Tsunami Warning Issued http://t.co/RMaibVVZbQ	caution_and_advice
'451565248009355264'	RT [http://t.co/vieJIxVMOE] Tsunami reaches 40 cms Pacific coast of Japan following earthquake in Chile	other_useful_information
'451220737635135488'	#April2IsAHappyDay but not for Chile #PrayForChile #FuerzaChile #TerremotoEnChile	sympathy_and_emotional_support
'451215220829327360'	RT @Kidrauhl1DJose: #PrayForChile Desde Nicaragua #FuerzaChile Nicaragua le pide a Dios por ustedes. Stay Strong x	sympathy_and_emotional_support
'451464849953140736'	RT [http://t.co/3ktR59uIZ0] Are you in #Chile? Tell us how the earthquake was experienced in your community with tag #teleSURConChile	other_useful_information
'452277821574889473'	USGS: M 5.4 - 17km WNW of Hacienda La Calera, Chile: DYFI? - VTime2014-04-05 02:22:38 UTC2... http://t.co/n21W0ypGsx #earthquake #tremor	other_useful_information
'452820528290889728'	Victoria AUS Geelong » http://t.co/b47rEL966t 111 Hawaii expecting hazardous waves after Chile earthquake Chile earthquake mahomiebeat  #ap…	caution_and_advice
'451706223063490560'	Chile » Some of damage reported throughout country caused by the #Earthquake off the #Chile coast.	infrastructure_and_utilities_damage
'451357873625260032'	RT @leanielsen: I hope everyone in Chile stays safe and are okay. Surrounding countries should watch out for the Tsunami alert. #PrayForChi…	sympathy_and_emotional_support
'451480917966475265'	RT @NWSBayArea: Here is a graphic showing tsunami energy generated from yesterdays 8.2 Chile earthquake http://t.co/csQmfNhK5m	other_useful_information
'451236046840532992'	RT @_B_Ryan: Expect 8.2 Chile earthquake to set off tremors around fracking injection wells. http://t.co/XZWfm3rq3j #cdnpoli #evilendbridge	other_useful_information
'451197748461572097'	8.2 earthquake hits off northern coast of #Chile.  9+ aftershocks hit + Tsunami warning in effect.. http://t.co/gfCugDARAo	caution_and_advice
'451276267149856768'	Thoughts with everyone in Chile affected by the earthquake x #PrayForChile	sympathy_and_emotional_support
'451501848029982721'	RT @mouselink: Seismologists worry that 8.2 #Chile #earthquake could just be a foreshock - http://t.co/h7lTyhpebK	other_useful_information
'451213309199396864'	RT @STForeignDesk: UPDATE: Chile’s navy says a tsunami has already hit some areas in north of country following a massive earthquake offsho…	other_useful_information
'452086330550648832'	@josh_mcdowell We have a red alert because of a tsunami and an earthquake that had place in Chile this week. Pray for us, please.	caution_and_advice
'451472559087710208'	Deadly earthquake strikes Chile http://t.co/4huvH2M79g via @msnnz	other_useful_information
'451369283038097409'	Pray For Chile  #PrayForChile #EarthquakeChile #earthquake http://t.co/4kIA5Txlza	sympathy_and_emotional_support
'451343708076912640'	@timesofindia : Massive 8.0 quake off Chile sparks tsunami alert for Pacific coast of South... #Tweets #coast http://t.co/GtjwFeFfLA	caution_and_advice
'451189148666195968'	RT @jmrimperial: RT @UNOCHA_ROP  #Chile #earthquake: Maximum wave height forecasts for #Pacific. http://t.co/m5zKtTh0G9	other_useful_information
'451707291213910016'	RT @RT_com: #Chile quake aftermath VIDEO: Buildings cracked, cars smashed, boats washed up http://t.co/1O841SOJ1a #EarthquakeChile	infrastructure_and_utilities_damage
'451385506350125056'	Via @TheSavvyStews Breaking: Earthquake on Chile’ Coast – Savvy Stews Liveblog http://t.co/VDmaqELHUO #travel	other_useful_information
'455763642244276224'	How to teach… earthquakes: An earthquake has hit Northern Chile, causing thousands of people to be... http://t.co/jO3t4l0Ag3 #earthquake	other_useful_information
'451379303788199936'	▼2Apr AFP｜Chileans return homes after huge quake kills 6 http://t.co/4WUr87FPvn #ss954 #earthquake #tsunami #Chile #Chili #Cile #智利 #チリ #칠레	injured_or_dead_people
'451315456142761984'	#PrayForChile  Stay strong and never lost hop	sympathy_and_emotional_support
'451251973954994176'	@BabsVk hope you all OK, we jus seen reports ov big earthquake off chile coast...	sympathy_and_emotional_support
'451322047138787329'	WMAL : Where Washington Comes to Talk - WATCH: At Least Five Killed As An 8.2 Magnitude Quake And Tsunami Lash Chile http://t.co/SiTuozn0UK	injured_or_dead_people
'451568070293585920'	RT @PhilippineStar: BREAKING: Another major earthquake, 7.8 preliminary magnitude, occurred just about over Iquique, Chile, reports USGS. h…	other_useful_information
'452525142762340352'	@sickheartbeat I laughed so hard when I saw how you painted his horrible pink GD hair in black xDDDDDDDD	not_related_or_irrelevant
'451212374960128000'	RT @CalFireNews: #TSUNAMI #HAWAII COASTS HAZARD TO SWIMMERS BOATERS &amp; PERSONS NEAR SHORE AT BEACHES &amp; HARBORS THREAT CONTINUES SEVERAL HRS …	caution_and_advice
'456402200692932608'	#PrayForChile everyone pray for the people in chile ... they need us ♥ RT this	sympathy_and_emotional_support
'451429262600704000'	RT @MalalaFund: Our prayers and thoughts are with #Chile - @MalalaFund team	sympathy_and_emotional_support
'452269096873107456'	@GLEEonFOX The Unholy Trinity &amp; Rachel Berry	not_related_or_irrelevant
'451539502881062912'	Hey brother, do you still believe in one another	not_related_or_irrelevant
'451267961312256000'	@MrsAnneTwist  in Chile's tsunami warning please pray for them	sympathy_and_emotional_support
'451223867994816512'	RT @RYOTnews: Breaking: Massive 8.0 earthquake strikes Chile triggering Tsunami alert http://t.co/EMVeDTQaIp	other_useful_information
'451449213847474177'	Mornight 😅 Godbless! Keep safe guys 😊 Godbless! Praying 🙏 #PrayForChile	sympathy_and_emotional_support
'451248475876114432'	People who are tweeting #RIPFloyd need to get a grip on reality with what's happened in Chile #PrayForChile	sympathy_and_emotional_support
'451538240323862529'	@monetterie i love his hair so muuch preicous bby lion	not_related_or_irrelevant
'451193095523037184'	do you like to watch  #tsunami http://t.co/eVydyMhU54	not_related_or_irrelevant
