tweet_id	tweet_text	label
'592720104372183040'	Check the cluster and coordiantionget meetings in #Nepal on #NepalEarthquake starting April 27th ; http://t.co/OiWYPYbRxE	not_related_or_irrelevant
'592219472968097792'	NepalEarthquake death toll officially 2000+ officially announced @IBNKHABAR @ibnlive @omar_quraishi @nanditathhakur @india_msm @vibhask1	injured_or_dead_people
'592153082634481664'	RT @IndiaBTL: Death toll rises to 870. Makes our heart sink. Emergency declared in Nepal. Pls contribute to PM's Relief Fund here- https://…	injured_or_dead_people
'592655359115952128'	@pinedaj87 Write to: NepalEmergencyUSC@state.gov  for questions on U.S. citizens affected #NepalQuake. Or call: 18884074747 or +12025014444	other_useful_information
'592329254882381825'	RT @ProjectPakistan: #Pak dispatches four C-130 planes carrying a 30-bed field hospital, medical teams,S &amp; R, relief supplies to #Nepal  ht…	donation_needs_or_offers_or_volunteering_services
'592338913575837697'	RT @ksushma140: Nepal govt has asked India for help with respect to rescue &amp;  medical teams.  #MSGHelpEarthquakeVictims http://t.co/VEnxTcF…	donation_needs_or_offers_or_volunteering_services
'592343436650356736'	RT @pappufromdelhi: @suhelseth PLZ RT Updated list of emergency contact after #NepalEarthquake http://t.co/nVky6fXHbO	other_useful_information
'592103300662624257'	Why majority buildings in India weathered the impact of Nepal earthquake - The Economic Times on Mobile http://t.co/ekJemvAWJg	other_useful_information
'592907239352074240'	India Steps Up Relief Work in Nepal. Land Routes Operational as Airport Gets Congested http://t.co/FA3Qd8L7FK	donation_needs_or_offers_or_volunteering_services
'593780878779645954'	#OlivettaChantal New beautiful pic of baby rescued from Nepal's earthquake rubble: The 4-mont... http://t.co/rx27nTNDqP #OlivettaChantal	missing_trapped_or_found_people
'592137589601267713'	Learn about #Mountain #Ecosystems #EarthQuake #Nepal 1Miin 42 Sec http://t.co/1LiJ7qg3QB	other_useful_information
'591944475611516928'	Quake destroys buildings in Nepal capital - http://t.co/mCvWhGFNGf	infrastructure_and_utilities_damage
'592695034924924929'	RT @SirJadeja: Over 40 aftershocks hit Nepal over two days. Players to God, No More #EarthquakeAgain Please.	sympathy_and_emotional_support
'592235159044296704'	Heartbreaking :( RT @rConflictNews: BREAKING: Reports of another avalanch at Mt. Everest after a fresh 6.7 earthquake in #Nepal.	other_useful_information
'592648960969433088'	RT @thekiranbedi: Very determined,concerned,generous,humane leadership effectively deploying resources in Nepal. Thank U @PMOIndia for lead…	not_related_or_irrelevant
'593162119601790977'	RT @bhimupadhyaya: Japan has pledged to donate $800M to Nepal's reconstruction relief http://t.co/xx8mnTlx8c	donation_needs_or_offers_or_volunteering_services
'591921491442278400'	"@AnnyAwesome Video by Mountaineer Arjun Vajpai shows ""Landslide"" in Mount Everest after 7.9 Nepal Earthquake https://t.co/JS8h2k8iAT RT!"	other_useful_information
'592390506690150403'	My heart goes out to all the people effected by the earthquake in Nepal.It was literally awfulὡEὡ4	sympathy_and_emotional_support
'592338885927182337'	RT @sajjad_irfan: OH Allah yOu are most Forgiving &amp; You love to forgive so forgive usὤF  #NepalEarthquake #PrayForNepal http://t.co/JQQ7KCaZ…	sympathy_and_emotional_support
'592330302694903808'	New Jersey Woman Among Nepal Earthquake Victims - NBC New York http://t.co/NyNEJkptls #NewYork	injured_or_dead_people
'592750556873121794'	RT @Andreas_Juul: .@GaryLineker Support our #NepalEarthquake appeal here: http://t.co/ZHE1nViBN6 and help us build back better and safer sc…	donation_needs_or_offers_or_volunteering_services
'591977415473242113'	7.9 Earthquake  in India and Nepal http://t.co/Gyl1oLM6xP via @rashidfaridi	other_useful_information
'593111666042212352'	Want to know how the US is providing live-saving assistance in the aftermath of the #NepalEarthquake? Read this: http://t.co/iqOkpjYaHV	donation_needs_or_offers_or_volunteering_services
'592913734185652224'	RT @siobhanheanue: Australians who have commercial flights booked out of Nepal tomorrow or today should get on their planes, not wait for t…	displaced_people_and_evacuations
'592312180256710657'	RT @krithika0808: @priyankachopra Do share this  For blood requirements in Kathmandu Contact Mr. Adhikari 00977-9862005225 http://t.co/9plc…	donation_needs_or_offers_or_volunteering_services
'592164451404525569'	Experts gathered in nepal a week ago and then the disaster happens....i bet they made sure their family members knew	other_useful_information
'593164229789806593'	RT @beatricemartini: #Nepalearthquake emergency: why digital #humanitarian response matters &amp; how you can help. Feat. @humdata http://t.co/…	donation_needs_or_offers_or_volunteering_services
'592243142847397888'	@AsimBajwaISPR Sir, If you need manpower for earthquake victims in Nepal, then i am available as a valunteer. I wanna help them.	donation_needs_or_offers_or_volunteering_services
'592159086088687616'	RT @Oikoumene: Please join us in #prayers for #Nepal, for the bereaved families of those who are killed and injured. http://t.co/CSJQNsnkfo	sympathy_and_emotional_support
'592341527478685697'	@78Southy Heard my friends Deepak and irshad  are in red cross camp in nepal, can you please help to locate them	missing_trapped_or_found_people
'592203493647212545'	Let's be strong to rebuild Our Identity  ourselves again. #PrayForNepal  #NepalEarthquake http://t.co/Trn0K1UrYn	sympathy_and_emotional_support
'592591553287168000'	please consider giving some assistance to Nepal &amp; all affected. #Nepal #NepalEarthquake #Interdependence #Compassion  http://t.co/LpyCSRlpjl	donation_needs_or_offers_or_volunteering_services
'592685210304696321'	RT @MihirBijur: Dear @Lenskart_com, you shameless, insensitive bastards. I'm NEVER buying from you!!! #NepalEarthquake http://t.co/KzfPbRZG…	not_related_or_irrelevant
'591927517520375809'	RT @TOIIndiaNews: More than 20 dead, dozens injured in India after Nepal quake http://t.co/UX8zcKggHB	injured_or_dead_people
'592226159095492611'	Damn this earthquake in Nepal is heartbreaking.	sympathy_and_emotional_support
'591990088071979010'	AXJ NEPAL : 7.9 MASSIVE EARTHQUAKE.	other_useful_information
'592344443950338048'	RT @cnnbrk: At least 13 dead after avalanches at Mount Everest, authorities say. #NepalQuake http://t.co/CaaLOYg9f2 http://t.co/kfZNieLlGX	injured_or_dead_people
'593466034495082496'	RT @AnupKaphle: #Nepal police is arresting small store owners in Kathmandu who're inflating prices of daily goods. http://t.co/klES6SwoMM	other_useful_information
'592797100133453825'	Nepal earthquake: SpiceJet cuts airfare to Re 1, set to operate 2 more flights to Kathmandu https://t.co/kSiRzfyW4Z via @sharethis	donation_needs_or_offers_or_volunteering_services
'592959812935294976'	RT @YahooNZ: Text NEPAL to 2923 to make a $3 donation to UNICEF's aid effort in Nepal. Every little bit helps. http://t.co/gwUKgOZA6p	donation_needs_or_offers_or_volunteering_services
'592271548926537728'	Please help and donate for #Nepalquake #NepalEarthquake! Tips on what organisation to donate to: https://t.co/yzgRjPVLfr	donation_needs_or_offers_or_volunteering_services
'592695939619520513'	RT @BritishRedCross: Aftershocks from #NepalQuake means that people are still sleeping outdoors. Rain is predicted for the next three days …	infrastructure_and_utilities_damage
'593114266682728450'	Just saw what happened in Nepal. My love and prayers go out to the people who didn't survive and their families. #PrayingForNepal ὤFὤF	sympathy_and_emotional_support
'592867848080465924'	Let's remember to keep Nepal in our prayers as well http://t.co/iXtH9VaVuu	sympathy_and_emotional_support
'597789995307413505'	RT @raunakms: Tremors are decreasing ... #NepalQuake http://t.co/yDvaejcaYL	other_useful_information
'592188182889943042'	My prayers are with Nepal and its people.	sympathy_and_emotional_support
'592700759445250048'	Aerial footage from Nepal reveals earthquake devastation http://t.co/Vpx87XPcaO	infrastructure_and_utilities_damage
'593832138379661313'	RT @RailMinIndia: 722 zero value tickets provided to the needy by NER #NepalEarthquake ! Zero value tickets for those who need it at T3- MR…	donation_needs_or_offers_or_volunteering_services
'592336656658640896'	RT @cnnbrk: Avalanches reported in Mount Everest region after powerful earthquake in Nepal. http://t.co/E8Fh03tnSi	other_useful_information
'593075843871670272'	RT @FellowshipNWA: If you would like to make a donation toward disaster relief in Nepal, you can do so through Fellowship. http://t.co/V4lu…	donation_needs_or_offers_or_volunteering_services
'600405858749526016'	RT @mayankjain100: Islamic invaders used to throw slaughtered cows in water sources of Rajputs--who used to die thirsty during war. Pak doe…	not_related_or_irrelevant
'591986639817216000'	RT @RanOutOfCharact: Blessings up to those in Nepal right now. This is a straight up disaster.	sympathy_and_emotional_support
'592333153437487105'	RT @priyankachopra: Prayers for all struck by the Nepal earthquake.Natures fury is incomparable.Share emergency contacts #SilentPrayer http…	sympathy_and_emotional_support
'592213228521938944'	#NepalEarthquake My friend @RoseannaAvento is in Nepal :-( I can only pray she is safe &amp; well.. Also anxious to hear news from @JackKinross	sympathy_and_emotional_support
'592141642615922688'	RT @angiperera: May the lord bless everybdy in Nepal to go through this rough period.. hope every nation comes wit aid!!! God bless every s…	sympathy_and_emotional_support
'592909512350240769'	RT @itvnews: RAF C-17 aircraft loaded with vital aid supplies to help #NepalEarthquake victims http://t.co/fy2MnYFjNL http://t.co/sbL0jMoEjT	donation_needs_or_offers_or_volunteering_services
'592903934806720512'	RT @NatGeoMag: Nepal's 8 key historic sites: What's rubble, what's still standing in wake of devastating earthquake http://t.co/8emNIXkKDY	infrastructure_and_utilities_damage
'593298855174795264'	@Melanie_Pinet @foreignoffice  Hi Melanie- I have tweeted it from @RuthRobinsonLon to a friend who used to work in Nepal  . Will e mail you	not_related_or_irrelevant
'592687111804952578'	RT @_kamal82: We are sending specialist teams to #Nepal. Please help us maximise the benefit we can offer http://t.co/rapAIujTwF. http://t.…	donation_needs_or_offers_or_volunteering_services
'593066729590358016'	@VipulG007 @VipulG007 @CrayonBytes good job Bihar @NitishKumarJDU  https://t.co/KfhXl8gL5e	not_related_or_irrelevant
'592339203234619392'	RT @prabalgurung: Pls. help my fundraiser: Nepal Earthquake Fund. Donate &amp; spread the word. Every dollar counts-PG. http://t.co/y2rJRYCbGu …	donation_needs_or_offers_or_volunteering_services
'591977397194395648'	RT @paohuitron: #prayforNepal please. #rezaporNepal. Por favor. @reformanacional @aristeguicnn @El_Universal_Mx http://t.co/wgPLWRTWB6	sympathy_and_emotional_support
'592630549887356928'	RT @Amitshah_G: Indian base force ws amazing, IAF amazing,very helpful,Modi rocks:Indian evacuated from Nepal #NepalEarthquake http://t.co/…	displaced_people_and_evacuations
'591961175299993600'	RT @iDangs_: Pray for the people of Nepal. Too many lost lives na.	sympathy_and_emotional_support
'592644197288644608'	In pictures: Nepal earthquake aftermath http://t.co/WjD1jtbCP8 via @BBCHindi	other_useful_information
'593425928887369729'	RT @WSMV: The death toll from the Nepal earthquake is now more than 5,000: http://t.co/BfdoBUbl6h	injured_or_dead_people
'592692823016787969'	RT @rajeshpadmar: RSS appeals for Nepal Earthquake Relief Fund ; RSS rescue works continues in Nepal on Day 3 http://t.co/CkUIHbQiOG http:/…	donation_needs_or_offers_or_volunteering_services
'591924112500523009'	RT @the_hindu: NDRF teams have been sent to affected areas: @BJPRajnathSingh . #NepalEarthquake	donation_needs_or_offers_or_volunteering_services
'592344116857597952'	RT @sardogsnepal: #NepalQuakeRelief  Follow updates at our website  &amp; donate for our medical disaster response camp in #Gorkha http://t.co/…	donation_needs_or_offers_or_volunteering_services
'592315941905567745'	RT @HeardinLondon: Here's @CircusKathmandu in Durbar Sq, which is now a pile of rubble. You can donate here http://t.co/FUqbeUx4gN http://t…	donation_needs_or_offers_or_volunteering_services
'593696945740218368'	Hey Abbott Dr Karl Propaganda Ad's $11 Million Foreign Aid to Nepal after Earthquake $5 Million  Fuck Off! #auspol #InterGenerationalReport	donation_needs_or_offers_or_volunteering_services
'593608686037180417'	RT @TODAYonline: ICYMI: Two NTU students share experiences of sleeping on streets in aftermath of #NepalQuake http://t.co/zNdrovjCfu http:/…	sympathy_and_emotional_support
'592335488733749249'	We Youth of Biratnagar are standby for any need #QuakeNepal @YouthForBlood http://t.co/kJuF7ObgcR	sympathy_and_emotional_support
'593165958052761600'	RT @USAID: We're providing an additional $9 million in assistance for the #NepalQuake emergency response: http://t.co/Zxf93LR2fT http://t.c…	donation_needs_or_offers_or_volunteering_services
'600332693126008832'	RT @mvadera: Some pictures leave us speechless.#gods work #miracle ...this little angel saved! #NepalQuakeRelief http://t.co/ZbHwzCT0B9	sympathy_and_emotional_support
'592176468601409536'	RT @IndianExpress: #ExpressFrontPage #earthquake Explained: How bad is the damage? How prepared was Nepal? http://t.co/hTPVijPVcr http://t.…	infrastructure_and_utilities_damage
'592344029775302656'	RT @noconversion: Xtians Pastor arriving in Nepal r happy to see destruction asking not to rebuilt Temples  @SushmaSwaraj  @MEAIndia  https…	infrastructure_and_utilities_damage
'592891921401544706'	hope we can all find a way to do something for the victimes in nepal who are in a dire situation.  you can text... http://t.co/KdZNARc1qO	donation_needs_or_offers_or_volunteering_services
'593824070220689408'	"RT @kathmandupost: ""I survived by drinking muddy water,"" says man rescued after 98 hours. #NepalQuake  http://t.co/QRxVOkcbam http://t.co/F…"	missing_trapped_or_found_people
'593785051071942656'	@IndiGo6E Still cant get thru to the customer care numbers :( #NepalQuakeRelief	other_useful_information
'591944570604101632'	"@shreejanas in Kathmandu: ""After I came out of the house, many houses had already collapsed and people were crying"" #NepalEarthquake"	infrastructure_and_utilities_damage
'592781058833326080'	RT @retroowl8: 100,000 monks in prayer after the Nepal earthquake. http://t.co/ALQku1taR4	sympathy_and_emotional_support
'591984989450829826'	Over 750 dead in worst Nepal earthquake in 80 years; 34 die in India #NepalEarthquake #earthquake	injured_or_dead_people
'593373004563746817'	Someone give this man a reward!! https://t.co/5KOighVqdo	not_related_or_irrelevant
'592344880988299264'	RT @AUThackeray: All Shiv Sena MPs will give their 1 month's salary to @PMOIndia 's relief fund for #NepalQuakeRelief . #StandwithNepal	donation_needs_or_offers_or_volunteering_services
'591915487350493184'	RT @rileyhalden: Sending ALL the love to those affected by the 7.9 earthquake that hit Nepal http://t.co/gcpC5N1rub #earthquake #NepalQuake	sympathy_and_emotional_support
'592335443141660672'	Salute to Indian Army and PM Narendra Modi  for sending relief in Nepal	donation_needs_or_offers_or_volunteering_services
'591983027925950464'	Death toll from this morning's 7.8 earthquake in Nepal now at 876. http://t.co/v9eDIMUBaJ	injured_or_dead_people
'600456575065587712'	RT @ZacEfron: Nepal needs our help. Please text REDCROSS to 90999 to give $10 for relief or visit http://t.co/e1KQCsHpB6 to donate. http://…	donation_needs_or_offers_or_volunteering_services
'593829038315143168'	RT @UNICEF: A girl with safe drinking water at UNICEF-supported informal camp in Kathmandu. #NepalEarthquake. @unicef_nepal http://t.co/gLB…	other_useful_information
'591916893205762048'	RT @tiscatime: Shocking news of the #earthquake from Nepal.. Praying for the safety of all affected	sympathy_and_emotional_support
'592897154378813441'	RT @MSF_canada: We're sending a charter plane w an inflatable hospital from Bordeaux tomorrow #NepalEarthquake http://t.co/H8myAZ7buH http:…	donation_needs_or_offers_or_volunteering_services
'592299377449902080'	New: Death Toll From Nepal Quake Passes 2,100 as Aftershocks Terrorize Capital http://t.co/Jl6PfrtRMv	injured_or_dead_people
'593155015897812992'	World Helicopters Evacuate #Nepal #Earth#quake Victims, Mudslide Increases Suffering: GORKHA, Nepa—Helicopters… http://t.co/pyyPyyeFtr	displaced_people_and_evacuations
'592835687935844352'	"RT @PhinneyHub: “If we had had money we would have built a strong house. But we had none. There is no place to go."" #Nepal http://t.co/2aZ5…"	infrastructure_and_utilities_damage
'592869795831402496'	Report describing levels of #NepalQuake destruction in Tibet, from a Chinese online paper http://t.co/ojk29YA9mF	other_useful_information
'592828952269463552'	Economic Impact Of Nepal Quake Likely To Be Massive: One estimate puts the reconstruction at more than $5 bill... http://t.co/T3lEO63JOa	infrastructure_and_utilities_damage
'593830830260113410'	RT @cnni: This could be the defining image of #NepalQuake; here’s the story of the baby's miracle rescue http://t.co/6i7XLubi5r http://t.co…	missing_trapped_or_found_people
'593774892597796864'	Thanks for tuning in! We'll be right back with updates on  the #NepalEarthquake	other_useful_information
'592337263394222080'	RT @ou_natasha: Thoughts &amp; prayers with Nepal &amp; the Nepali people. #NepalEarthquake #StayStrong #PrayForNepal http://t.co/ESvt02sKzA	sympathy_and_emotional_support
'592673231385055233'	"""The Nepal Government will take serious legal action against the black market people and people spreading rumors"" #NapalEarthquake"	other_useful_information
'593017309310025728'	RT @kennethxrivera: Pray for Nepal &amp; Save Mary Jane Veloso. Lord, Please guide them with youre strengh and spirit. Please be with them. In …	sympathy_and_emotional_support
'592336565554139136'	RT @timesofindia: #NepalEarthquake Eighteen bodies recovered from Mount Everest base camp. Follow latest here: http://t.co/8jS83i23BQ http:…	injured_or_dead_people
'592866125182070788'	#Nepal relief efforts... #CBF partners with trusted local agencies and field personnel already working there http://t.co/X2M6xr8sPA	donation_needs_or_offers_or_volunteering_services
'591911478086664192'	RT @RefugeeBlues: Thnx @PMOIndia b4 Chinese vultures wld prey along evangelist proselytizers, sending 4 NDRF companies. Real maternal bond …	not_related_or_irrelevant
'592674121022078976'	Was eager to plan a holiday trip to Nepal earlier. Shocked to see the current state of the beautiful nation.Hopefully God will have mercy ὤFἿB	sympathy_and_emotional_support
'592791832620310529'	Please pray and support the people of Nepal https://t.co/33wLg6m8OU #NepalEarthquake #PrayforNepal	sympathy_and_emotional_support
'591906070877974528'	RT @vikas_ideas: Our prayers are with people in Nepal. Here are details of doctors in the area http://t.co/4bIdIYnWKF  #Earthquake	sympathy_and_emotional_support
'592697288771895296'	India has become saviour for other countries earlier #operationraahat n now #OperationMaitri #Salute n #RIP souls died in #NepalEarthquake	other_useful_information
'592658099313467394'	RT @Guapetonah: Morning! Love to have you with us at #PureWander today as we talk travel and giving back! 4PM EST - dedicated to efforts in…	not_related_or_irrelevant
'592089733410455553'	RT @678resilient: Earthquake jolts Nepal, India and Bangladesh, Nepal appears to be affected adversely needs help from other countries.	other_useful_information
'592949786992508929'	RT @smitharyy: » http://t.co/RhTwiVSPhw #DanFredinburg Dan Fredinburg Google Exec, Avid Climber Dan Fredinburg Killed In Massive Nepal Quak…	injured_or_dead_people
'593160207775174657'	RT @geecologist: Just arrived in Kathmandu to help with @ActionAid relief work. Flew in with many search and rescue teams. #NepalQuake http…	donation_needs_or_offers_or_volunteering_services
'592113014242877440'	RT @nbcchicago: UPDATE: Death toll rises as reports confirm nearly 1,400 dead in Nepal earthquake http://t.co/fc1FTQgpYY	injured_or_dead_people
'593148846080798721'	RT @BDUTT: Nepal and India connected in some many ways -culture, faith, history. But most moving- the fearless service of the Gorkhas in ou…	other_useful_information
'593276690635227136'	This one is nice!!! #IndiaWithNepal http://t.co/Javy5H03Uw	not_related_or_irrelevant
'592358000112861186'	C/O WORLD NEWS BLOG Nepal quake kills, traps climbers on Mount Everest http://t.co/A55suM9CAA	injured_or_dead_people
'593812727438651394'	RT @esa: New #Sentinel1 image of #NepalEarthquake ground displacement. Blue = uplift, yellow = subsidence https://t.co/uyH3SAzTZJ	other_useful_information
'593465915238416384'	Inspiring pictures reveal baby pulled alive from rubble of the Nepal earthquake http://t.co/5P5o0PKuLs	missing_trapped_or_found_people
'593745459874631680'	.@RichardGSimpson a good example of spatial industry helping shape a better future! http://t.co/9r3cOgR6YP #OpenStreetMap #Pivotal2015	not_related_or_irrelevant
'592638136833867778'	@SrBachchan Embassy of India Kathmandu Control Room Numbers :- +977 - 012081148, 012081141 9818968752 9818968780.	other_useful_information
'593146051772616705'	RT @DAVIDsTEA: Our hearts go out to everyone in Nepal. Until May 4th, all profits from Nepal Black tea will be donated, to help fund recove…	sympathy_and_emotional_support
'592107163562086400'	RT @TejshreeThapa: Small mercies: #NepalQuake not on school day, not on office day, not at night-time. It's not a lot but I'll take it.	sympathy_and_emotional_support
'592862990598279168'	We need to pray for this world where we live in...don't want any situation like Nepal..who is agree with me???...	sympathy_and_emotional_support
'592344542306705408'	RT @SpokespersonMoD: #NepalEarthquake IAF helicopters are flying almost non-stop since this morning.	donation_needs_or_offers_or_volunteering_services
'592143651817574402'	"Prediction time - Concern trolls will start telling African-Americans ""Stop complaining at least u aren't n Nepal."" #bank"	not_related_or_irrelevant
'592883809391083520'	Nepal quake death toll tops 4,000 as villages plead for aid: As the death toll from Nepal's devastating earthq... http://t.co/aj2E51PtpK	injured_or_dead_people
'592380726642941952'	Text GIVE NEPAL to 80088 to donate $10 to the Nepal Earthquake Relief Fund. Take a screenshot and tag… https://t.co/VTJW2tt4qM	donation_needs_or_offers_or_volunteering_services
'593693482092523520'	RT @MrPKSahoo: AAP must be happy with #NepalEarthquake coz it diverted media's attention from #AAPRallyMurder in no time.  #AAPKilledFarmer	other_useful_information
'593776885148086272'	Budget airline offers free flights to #Nepal for aid agencies http://t.co/NlXfF7ZVs7 #news http://t.co/XNYY5wTX91	donation_needs_or_offers_or_volunteering_services
'592335911683104768'	RT @UNOCHA: #NepalQuake:  Worst earthquake in over 80 years leaves at least 1000 dead http://t.co/pKZGpDDVp0	injured_or_dead_people
'591937345898831872'	CHPSRE CHPSRE RTLastQuake: RT achyutluitel: Causalties: Kathmandu 71, Bhaktapur 41, Everest avalanche 2, Sunsari 4… http://t.co/kqf493oMYy	not_related_or_irrelevant
'591960470283771904'	#NepalEarthquake greatest earthquake in the region in Oct 2005 that 70,000 people in India and Pakistan read report http://t.co/ZCATUbbAUM	other_useful_information
'593766520934637569'	RT @drshn_: Aid groups knew a #Nepalearthquake would be a disaster.But couldn’t raise enough money to help http://t.co/d8rEvFfO5V http://t.…	donation_needs_or_offers_or_volunteering_services
'592342776181858304'	RT @JackSWS: My heart going out to the people of Nepal right now, so sadὡEὡE	sympathy_and_emotional_support
